	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034742_Lipomyces_suomiensis
10	OG0000010	YDR402C	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.78&CDS=1-1572, augustus_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.115&CDS=1-1389, augustus_masked-NODE_87_length_1030_cov_44.3253_ID_173-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_87_length_1030_cov_44.3253_ID_173-processed-gene-0.2&CDS=1-963, maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-2.6&CDS=1-1497, maker-NODE_13_length_366483_cov_21.8055_ID_25-snap-gene-2.192-mRNA-1_1&gene=maker-NODE_13_length_366483_cov_21.8055_ID_25-snap-gene-2.192&CDS=1-1797, maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-1.46&CDS=1-1608, maker-NODE_63_length_7338_cov_25.9189_ID_125-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_63_length_7338_cov_25.9189_ID_125-snap-gene-0.9&CDS=1-1497, maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-3.72-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-3.72&CDS=1-3129
11	OG0000011	YLR214W	augustus_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.130&CDS=1-2094, augustus_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-0.76&CDS=1-984, maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-0.68&CDS=1-2088, maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-0.69&CDS=1-1893, maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-1.106-mRNA-1_1&gene=maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-1.106&CDS=1-2097, maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.150-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.150&CDS=1-2091, snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.143&CDS=1-2082, snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-4.46&CDS=1-2136
12	OG0000012	YHR179W, YPL171C	snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.154-mRNA-1_1&gene=snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.154&CDS=1-1080, snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-1.36&CDS=1-1086, snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.81&CDS=1-1083, snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.92&CDS=1-1089, snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.49&CDS=1-1083, snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.165&CDS=1-1113
13	OG0000013	YDR242W	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-0.91&CDS=1-1629, maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.86&CDS=1-1668, snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.46&CDS=1-1632, snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.54&CDS=1-1638, snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.175-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.175&CDS=1-1758, snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.58&CDS=1-1668
14	OG0000014	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.65&CDS=1-1029, maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.246-mRNA-1_1&gene=maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.246&CDS=1-990, maker-NODE_33_length_117923_cov_21.5319_ID_65-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_33_length_117923_cov_21.5319_ID_65-snap-gene-0.11&CDS=1-1005
15	OG0000015	YLL048C	genemark-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-1.20&CDS=1-4725, maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-0.96&CDS=1-4698, maker-NODE_18_length_332278_cov_21.6718_ID_35-augustus-gene-0.113-mRNA-1_1&gene=maker-NODE_18_length_332278_cov_21.6718_ID_35-augustus-gene-0.113&CDS=1-4917, maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-0.106-mRNA-1_1&gene=maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-0.106&CDS=1-4950, maker-NODE_31_length_123011_cov_21.5885_ID_61-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_31_length_123011_cov_21.5885_ID_61-snap-gene-0.92&CDS=1-5127, maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-0.4&CDS=1-4929
16	OG0000016	YMR088C	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-0.45&CDS=1-1650, maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.15-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.15&CDS=1-1812, maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-3.181-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-3.181&CDS=1-1614, snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.114&CDS=1-1692, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.360-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.360&CDS=1-1677, snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-4.75&CDS=1-1665
17	OG0000017	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-2.170&CDS=1-1554
18	OG0000018	YBR297W, YFL052W, YGR288W, YPR196W	maker-NODE_31_length_123011_cov_21.5885_ID_61-snap-gene-0.76-mRNA-1_1&gene=maker-NODE_31_length_123011_cov_21.5885_ID_61-snap-gene-0.76&CDS=1-2421, snap_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-3.126&CDS=1-1008
19	OG0000019	YDR144C, YLR120C, YLR121C	genemark-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.170&CDS=1-1440, snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.139&CDS=1-1608, snap_masked-NODE_30_length_129671_cov_21.4126_ID_59-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_30_length_129671_cov_21.4126_ID_59-processed-gene-0.210&CDS=1-1362
20	OG0000020	YJL073W, YMR214W	augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.10&CDS=1-1095, augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-2.58&CDS=1-1545, maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.18-mRNA-1_1&gene=maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.18&CDS=1-552, snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-1.161&CDS=1-1599
21	OG0000021	YJR101W	augustus_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-0.0&CDS=1-837, maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-1.119-mRNA-1_1&gene=maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-1.119&CDS=1-1659, maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.237-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.237&CDS=1-813, maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.238-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.238&CDS=1-795, maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.159-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.159&CDS=1-849
22	OG0000022	YKL015W	augustus_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-2.66&CDS=1-2691, genemark-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.118&CDS=1-2820, maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.219-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.219&CDS=1-3273, maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.227-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.227&CDS=1-2352, snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-0.37&CDS=1-2937
23	OG0000023	YAR003W, YCL039W	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.88-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.88&CDS=1-1305, maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-2.278-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-2.278&CDS=1-1068, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-5.65-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-5.65&CDS=1-1620
24	OG0000024	YAR019C, YDR523C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-0.69&CDS=1-1815, snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.23&CDS=1-1761, snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-0.89&CDS=1-537
25	OG0000025	YBL017C, YIL173W, YJL222W, YNR065C	snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.162&CDS=1-2826
26	OG0000026	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.7&CDS=1-1584
27	OG0000027	YCR065W, YIL131C, YNL068C	augustus_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.288-mRNA-1_1&gene=augustus_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.288&CDS=1-2073, snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.91&CDS=1-2172
28	OG0000028	YCR102C, YLR460C, YNL134C	snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-0.48&CDS=1-1011, snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.42&CDS=1-1023
29	OG0000029	YDL080C, YGR087C, YLR044C, YLR134W	maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-augustus-gene-1.6&CDS=1-1878
30	OG0000030	YDL132W, YGR003W	maker-NODE_29_length_135167_cov_21.7843_ID_57-augustus-gene-0.198-mRNA-1_1&gene=maker-NODE_29_length_135167_cov_21.7843_ID_57-augustus-gene-0.198&CDS=1-2388, maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-0.118-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-augustus-gene-0.118&CDS=1-2280, maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-3.184-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-3.184&CDS=1-2352
31	OG0000031	YDR021W, YJL138C, YKR059W	genemark-NODE_44_length_57041_cov_21.5797_ID_87-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_44_length_57041_cov_21.5797_ID_87-processed-gene-0.16&CDS=1-1188, maker-NODE_39_length_83132_cov_20.8101_ID_77-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_39_length_83132_cov_20.8101_ID_77-snap-gene-0.87&CDS=1-1158
32	OG0000032	YDR038C, YDR039C, YDR040C	maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.152-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-2.152&CDS=1-3489, snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.42&CDS=1-3201
33	OG0000033	YER028C, YGL209W, YHL027W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.135&CDS=1-909, snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.79&CDS=1-1770
34	OG0000034	YER056C, YER060W, YER060W-A	maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-0.71&CDS=1-1548, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-3.122&CDS=1-1566
35	OG0000035	YER133W, YML016C	maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-1.35-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-1.35&CDS=1-963, maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-4.145-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-4.145&CDS=1-990, snap_masked-NODE_48_length_47716_cov_22.4104_ID_95-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_48_length_47716_cov_22.4104_ID_95-processed-gene-0.3&CDS=1-1569
36	OG0000036	YFL050C, YKL064W, YOL130W	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-2.0&CDS=1-2598, snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-2.150&CDS=1-2175
37	OG0000037	YFL060C, YMR095C, YNL334C	maker-NODE_35_length_111190_cov_21.4766_ID_69-snap-gene-0.190-mRNA-1_1&gene=maker-NODE_35_length_111190_cov_21.4766_ID_69-snap-gene-0.190&CDS=1-771, snap_masked-NODE_105_length_430_cov_0.91922_ID_209-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_105_length_430_cov_0.91922_ID_209-processed-gene-0.0&CDS=1-300
38	OG0000038	YGL105W	maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-4.21-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-4.21&CDS=1-2394, snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.84&CDS=1-1383, snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.82&CDS=1-1596, snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.67&CDS=1-1371
39	OG0000039	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	augustus_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.24&CDS=1-3078
40	OG0000040	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
41	OG0000041	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-6.11&CDS=1-1575
42	OG0000042	YKR039W, YPL265W	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-5.127-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-5.127&CDS=1-1740, maker-NODE_47_length_48237_cov_21.607_ID_93-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_47_length_48237_cov_21.607_ID_93-augustus-gene-0.10&CDS=1-1734, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-5.75&CDS=1-1755
43	OG0000043	YKR089C, YMR313C, YOR081C	augustus_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.187&CDS=1-1560, snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-1.88&CDS=1-2994
44	OG0000044	YMR006C, YMR008C, YOL011W	snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.130&CDS=1-2145, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-6.70-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-6.70&CDS=1-1998
45	OG0000045	YMR111C, YOL116W	augustus_masked-NODE_30_length_129671_cov_21.4126_ID_59-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_30_length_129671_cov_21.4126_ID_59-processed-gene-0.66&CDS=1-1281, snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_20_length_323102_cov_21.8934_ID_39-processed-gene-2.145&CDS=1-2166, snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.121&CDS=1-1335
46	OG0000046	YNR055C	augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.82&CDS=1-1677, maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-0.106-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-0.106&CDS=1-1635, snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-2.72&CDS=1-1578, snap_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.128&CDS=1-1488
47	OG0000047	YNR074C	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.10&CDS=1-1125, maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-4.131-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-4.131&CDS=1-1128, snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-4.36&CDS=1-1131, snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-4.13&CDS=1-762
48	OG0000048	Q0105, Q0110, Q0115, Q0120	snap_masked-NODE_73_length_2885_cov_433.538_ID_145-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_73_length_2885_cov_433.538_ID_145-processed-gene-0.0&CDS=1-324
49	OG0000049	YAL014C, YDR468C	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.7-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.7&CDS=1-840, snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.117&CDS=1-726
50	OG0000050	YAL060W, YAL061W	snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.224-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.224&CDS=1-1071, snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.239-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.239&CDS=1-1083
51	OG0000051	YBL005W, YER184C, YGL013C	snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.133&CDS=1-2394
52	OG0000052	YBL008W, YOR038C	augustus_masked-NODE_103_length_434_cov_0.865014_ID_205-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_103_length_434_cov_0.865014_ID_205-processed-gene-0.2&CDS=1-333, maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-0.89-mRNA-1_1&gene=maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-0.89&CDS=1-10065
53	OG0000053	YBL037W, YPR029C	maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-3.305-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-3.305&CDS=1-1884, maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-2.115-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-2.115&CDS=1-2529
54	OG0000054	YBL067C, YER098W	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.23-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.23&CDS=1-1701, maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-2.91-mRNA-1_1&gene=maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-2.91&CDS=1-2094
55	OG0000055	YBL068W-A, YBL069W, YER101C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-5.121-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-5.121&CDS=1-1089
