	OrthologID	Lachancea_dasiensis	Saccharomyces_cerevisiae
3145	OG0003145	snap_masked-LADA0G-processed-gene-8.119-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-8.119&CDS=1-528	YMR035W
3146	OG0003146	augustus_masked-LADA0G-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-8.41&CDS=1-1803	YMR036C
3147	OG0003147	genemark-LADA0G-processed-gene-8.68-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.68&CDS=1-1092	YPL165C
3148	OG0003148	snap_masked-LADA0G-processed-gene-8.145-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-8.145&CDS=1-1788	YKL048C
3149	OG0003149	genemark-LADA0G-processed-gene-8.69-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.69&CDS=1-630	YKL063C
3150	OG0003150	genemark-LADA0G-processed-gene-8.93-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.93&CDS=1-732	YMR038C
3151	OG0003151	genemark-LADA0G-processed-gene-8.94-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.94&CDS=1-2748	YKL064W
3152	OG0003152	genemark-LADA0G-processed-gene-8.95-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.95&CDS=1-882	YMR039C
3153	OG0003153	genemark-LADA0G-processed-gene-8.70-mRNA-1_1&gene=genemark-LADA0G-processed-gene-8.70&CDS=1-1008	YMR041C
3154	OG0003154	genemark-LADA0G-processed-gene-9.2-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.2&CDS=1-609	YMR040W
3155	OG0003155	genemark-LADA0G-processed-gene-9.0-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.0&CDS=1-1260	YLR027C
3156	OG0003156	genemark-LADA0G-processed-gene-9.6-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.6&CDS=1-882	YLR026C
3157	OG0003157	genemark-LADA0G-processed-gene-9.33-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.33&CDS=1-696	YLR025W
3158	OG0003158	augustus_masked-LADA0G-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.122&CDS=1-1893	YKL140W
3159	OG0003159	snap_masked-LADA0G-processed-gene-9.86-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-9.86&CDS=1-204	YKL138C-A
3160	OG0003160	augustus_masked-LADA0G-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.124&CDS=1-594	YMR117C
3161	OG0003161	augustus_masked-LADA0G-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.146&CDS=1-393	YKL138C
3162	OG0003162	genemark-LADA0G-processed-gene-9.11-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.11&CDS=1-327	YKL137W
3163	OG0003163	genemark-LADA0G-processed-gene-9.35-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.35&CDS=1-2142	YKL135C
3164	OG0003164	genemark-LADA0G-processed-gene-9.12-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.12&CDS=1-957	YMR116C
3165	OG0003165	genemark-LADA0G-processed-gene-9.13-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.13&CDS=1-309	YMR107W
3166	OG0003166	augustus_masked-LADA0G-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.127&CDS=1-2046	YMR108W
3167	OG0003167	genemark-LADA0G-processed-gene-9.15-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.15&CDS=1-3735	YMR109W
3168	OG0003168	genemark-LADA0G-processed-gene-9.37-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.37&CDS=1-1581	YMR110C
3169	OG0003169	genemark-LADA0G-processed-gene-9.16-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.16&CDS=1-711	YKL130C
3170	OG0003170	genemark-LADA0G-processed-gene-9.38-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.38&CDS=1-1170	YMR111C
3171	OG0003171	genemark-LADA0G-processed-gene-9.39-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.39&CDS=1-342	YMR112C
3172	OG0003172	genemark-LADA0G-processed-gene-9.17-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.17&CDS=1-1263	YMR113W
3173	OG0003173	augustus_masked-LADA0G-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.152&CDS=1-1053	YMR114C
3174	OG0003174	genemark-LADA0G-processed-gene-9.18-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.18&CDS=1-1431	YMR115W
3175	OG0003175	genemark-LADA0G-processed-gene-9.19-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.19&CDS=1-2316	YKL134C
3176	OG0003176	genemark-LADA0G-processed-gene-9.20-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.20&CDS=1-1851	YMR106C
3177	OG0003177	genemark-LADA0G-processed-gene-9.21-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.21&CDS=1-1710	YMR105C
3178	OG0003178	genemark-LADA0G-processed-gene-9.22-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.22&CDS=1-2154	YKL126W
3179	OG0003179	genemark-LADA0G-processed-gene-9.23-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.23&CDS=1-1839	YKL125W
3180	OG0003180	genemark-LADA0G-processed-gene-9.41-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.41&CDS=1-1680	YMR100W
3181	OG0003181	genemark-LADA0G-processed-gene-9.24-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.24&CDS=1-603	YKL119C
3182	OG0003182	genemark-LADA0G-processed-gene-9.42-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.42&CDS=1-819	YMR101C
3183	OG0003183	genemark-LADA0G-processed-gene-9.43-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.43&CDS=1-975	YKL120W
3184	OG0003184	genemark-LADA0G-processed-gene-9.25-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.25&CDS=1-396	YKL122C
3185	OG0003185	genemark-LADA0G-processed-gene-9.45-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.45&CDS=1-1509	YKL124W
3186	OG0003186	genemark-LADA0G-processed-gene-9.26-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.26&CDS=1-519	YKL117W
3187	OG0003187	genemark-LADA0G-processed-gene-9.46-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.46&CDS=1-888	YMR099C
3188	OG0003188	genemark-LADA0G-processed-gene-9.47-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.47&CDS=1-1566	YKL116C
3189	OG0003189	maker-LADA0G-augustus-gene-9.109-mRNA-1_1&gene=maker-LADA0G-augustus-gene-9.109&CDS=1-2256	YKL113C
3190	OG0003190	augustus_masked-LADA0G-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.139&CDS=1-1458	YKL112W
3191	OG0003191	augustus_masked-LADA0G-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.140&CDS=1-1767	YMR098C
3192	OG0003192	genemark-LADA0G-processed-gene-9.50-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.50&CDS=1-927	YKL110C
3193	OG0003193	genemark-LADA0G-processed-gene-9.29-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.29&CDS=1-1059	YMR097C
3194	OG0003194	snap_masked-LADA0G-processed-gene-9.105-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-9.105&CDS=1-1239	YMR094W
3195	OG0003195	augustus_masked-LADA0G-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-9.144&CDS=1-1032	YKL108W
3196	OG0003196	genemark-LADA0G-processed-gene-9.53-mRNA-1_1&gene=genemark-LADA0G-processed-gene-9.53&CDS=1-1527	YMR093W
3197	OG0003197	genemark-LADA0G-processed-gene-10.104-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.104&CDS=1-1851	YMR092C
3198	OG0003198	genemark-LADA0G-processed-gene-10.105-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.105&CDS=1-1383	YMR091C
3199	OG0003199	genemark-LADA0G-processed-gene-10.107-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.107&CDS=1-1683	YMR088C
3200	OG0003200	augustus_masked-LADA0G-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.60&CDS=1-1296	YKL106W
3201	OG0003201	augustus_masked-LADA0G-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.61&CDS=1-2145	YMR086W
3202	OG0003202	genemark-LADA0G-processed-gene-10.134-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.134&CDS=1-2103	YKL104C
3203	OG0003203	genemark-LADA0G-processed-gene-10.135-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.135&CDS=1-1533	YKL103C
3204	OG0003204	genemark-LADA0G-processed-gene-10.137-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.137&CDS=1-750	YKL099C
3205	OG0003205	genemark-LADA0G-processed-gene-10.111-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.111&CDS=1-855	YKL098W
3206	OG0003206	maker-LADA0G-snap-gene-10.52-mRNA-1_1&gene=maker-LADA0G-snap-gene-10.52&CDS=1-1065	YKL096W
3207	OG0003207	genemark-LADA0G-processed-gene-10.114-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.114&CDS=1-807	YKL095W
3208	OG0003208	genemark-LADA0G-processed-gene-10.115-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.115&CDS=1-957	YKL094W
3209	OG0003209	augustus_masked-LADA0G-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.67&CDS=1-843	YMR081C
3210	OG0003210	genemark-LADA0G-processed-gene-10.117-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.117&CDS=1-2904	YMR080C
3211	OG0003211	genemark-LADA0G-processed-gene-10.138-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.138&CDS=1-3054	YKL092C
3212	OG0003212	augustus_masked-LADA0G-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.89&CDS=1-903	YMR079W
3213	OG0003213	genemark-LADA0G-processed-gene-10.118-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.118&CDS=1-2151	YMR078C
3214	OG0003214	genemark-LADA0G-processed-gene-10.119-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.119&CDS=1-909	YHL009C
3215	OG0003215	snap_masked-LADA0G-processed-gene-10.17-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-10.17&CDS=1-1383	YKL090W
3216	OG0003216	genemark-LADA0G-processed-gene-10.122-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.122&CDS=1-1728	YKL089W
3217	OG0003217	augustus_masked-LADA0G-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.91&CDS=1-4335	YKL010C
3218	OG0003218	genemark-LADA0G-processed-gene-10.123-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.123&CDS=1-714	YKL009W
3219	OG0003219	augustus_masked-LADA0G-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.92&CDS=1-459	YHL006C
3220	OG0003220	genemark-LADA0G-processed-gene-10.124-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.124&CDS=1-1221	YHL004W
3221	OG0003221	genemark-LADA0G-processed-gene-10.125-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.125&CDS=1-1479	YHL002W
3222	OG0003222	genemark-LADA0G-processed-gene-10.126-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.126&CDS=1-795	YKL007W
3223	OG0003223	augustus_masked-LADA0G-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.94&CDS=1-1629	YKL005C
3224	OG0003224	genemark-LADA0G-processed-gene-10.128-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.128&CDS=1-1236	YKL004W
3225	OG0003225	genemark-LADA0G-processed-gene-10.144-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.144&CDS=1-387	YKL003C
3226	OG0003226	snap_masked-LADA0G-processed-gene-10.25-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-10.25&CDS=1-699	YKL002W
3227	OG0003227	maker-LADA0G-augustus-gene-10.51-mRNA-1_1&gene=maker-LADA0G-augustus-gene-10.51&CDS=1-594	YKL001C
3228	OG0003228	genemark-LADA0G-processed-gene-10.130-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.130&CDS=1-1779	YKR002W
3229	OG0003229	genemark-LADA0G-processed-gene-10.131-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.131&CDS=1-1320	YHR001W
3230	OG0003230	augustus_masked-LADA0G-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.98&CDS=1-1119	YKR004C
3231	OG0003231	augustus_masked-LADA0G-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-10.99&CDS=1-744	YKR006C
3232	OG0003232	genemark-LADA0G-processed-gene-10.132-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.132&CDS=1-447	YKR007W
3233	OG0003233	snap_masked-LADA0G-processed-gene-10.29-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-10.29&CDS=1-1653	YKR008W
3234	OG0003234	snap_masked-LADA0G-processed-gene-10.30-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-10.30&CDS=1-234	YHR001W-A
3235	OG0003235	genemark-LADA0G-processed-gene-10.149-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.149&CDS=1-2688	YKR009C
3236	OG0003236	genemark-LADA0G-processed-gene-10.150-mRNA-1_1&gene=genemark-LADA0G-processed-gene-10.150&CDS=1-1392	YBR288C
3237	OG0003237	genemark-LADA0G-processed-gene-11.0-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.0&CDS=1-2361	YBR289W
3238	OG0003238	genemark-LADA0G-processed-gene-11.1-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.1&CDS=1-849	YBR290W
3239	OG0003239	genemark-LADA0G-processed-gene-11.3-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.3&CDS=1-891	YBR291C
3240	OG0003240	genemark-LADA0G-processed-gene-11.2-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.2&CDS=1-1047	YHR002W
3241	OG0003241	genemark-LADA0G-processed-gene-11.4-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.4&CDS=1-1338	YKL027W
3242	OG0003242	genemark-LADA0G-processed-gene-11.5-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.5&CDS=1-1377	YKL028W
3243	OG0003243	genemark-LADA0G-processed-gene-11.7-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.7&CDS=1-1953	YKL029C
3244	OG0003244	genemark-LADA0G-processed-gene-11.24-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.24&CDS=1-2355	YJL212C
3245	OG0003245	genemark-LADA0G-processed-gene-11.25-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.25&CDS=1-1314	YHR004C
3246	OG0003246	augustus_masked-LADA0G-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-11.105&CDS=1-813	YMR069W
3247	OG0003247	augustus_masked-LADA0G-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-11.125&CDS=1-501	YMR071C
3248	OG0003248	genemark-LADA0G-processed-gene-11.11-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.11&CDS=1-1434	YKL032C
3249	OG0003249	genemark-LADA0G-processed-gene-11.28-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.28&CDS=1-618	YMR073C
3250	OG0003250	genemark-LADA0G-processed-gene-11.30-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.30&CDS=1-408	YMR074C
3251	OG0003251	augustus_masked-LADA0G-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-11.109&CDS=1-1923	YMR075W
3252	OG0003252	genemark-LADA0G-processed-gene-11.31-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.31&CDS=1-3807	YMR076C
3253	OG0003253	genemark-LADA0G-processed-gene-11.32-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.32&CDS=1-1875	YHL008C
3254	OG0003254	snap_masked-LADA0G-processed-gene-11.84-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-11.84&CDS=1-3192	YKL033W
3255	OG0003255	genemark-LADA0G-processed-gene-11.13-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.13&CDS=1-1575	YHL010C
3256	OG0003256	genemark-LADA0G-processed-gene-11.14-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.14&CDS=1-960	YHL011C
3257	OG0003257	maker-LADA0G-augustus-gene-11.49-mRNA-1_1&gene=maker-LADA0G-augustus-gene-11.49&CDS=1-2952	YKL034W
3258	OG0003258	genemark-LADA0G-processed-gene-11.36-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.36&CDS=1-1497	YKL035W
3259	OG0003259	genemark-LADA0G-processed-gene-11.37-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.37&CDS=1-2856	YKL038W
3260	OG0003260	genemark-LADA0G-processed-gene-11.15-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.15&CDS=1-957	YHL013C
3261	OG0003261	genemark-LADA0G-processed-gene-11.16-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.16&CDS=1-1260	YHL014C
3262	OG0003262	genemark-LADA0G-processed-gene-11.38-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.38&CDS=1-354	YHL015W
3263	OG0003263	genemark-LADA0G-processed-gene-11.18-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.18&CDS=1-2160	YHL016C
3264	OG0003264	genemark-LADA0G-processed-gene-11.39-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.39&CDS=1-1476	YKL039W
3265	OG0003265	genemark-LADA0G-processed-gene-11.19-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.19&CDS=1-738	YKL040C
3266	OG0003266	snap_masked-LADA0G-processed-gene-11.91-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-11.91&CDS=1-351	YHL018W
3267	OG0003267	genemark-LADA0G-processed-gene-11.20-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.20&CDS=1-1527	YHL019C
3268	OG0003268	genemark-LADA0G-processed-gene-11.21-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.21&CDS=1-1254	YHL020C
3269	OG0003269	genemark-LADA0G-processed-gene-11.41-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.41&CDS=1-669	YKL041W
3270	OG0003270	genemark-LADA0G-processed-gene-11.22-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.22&CDS=1-3705	YMR012W
3271	OG0003271	genemark-LADA0G-processed-gene-11.42-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.42&CDS=1-1497	YMR013C
3272	OG0003272	genemark-LADA0G-processed-gene-11.23-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.23&CDS=1-1470	YMR014W
3273	OG0003273	genemark-LADA0G-processed-gene-11.43-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.43&CDS=1-1587	YMR015C
3274	OG0003274	genemark-LADA0G-processed-gene-11.44-mRNA-1_1&gene=genemark-LADA0G-processed-gene-11.44&CDS=1-1008	YKL042W
3275	OG0003275	genemark-LADA0G-processed-gene-12.2-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.2&CDS=1-2028	YKL043W
3276	OG0003276	augustus_masked-LADA0G-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.96&CDS=1-1641	YMR019W
3277	OG0003277	genemark-LADA0G-processed-gene-12.3-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.3&CDS=1-1512	YKL045W
3278	OG0003278	genemark-LADA0G-processed-gene-12.1-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.1&CDS=1-1509	YMR020W
3279	OG0003279	genemark-LADA0G-processed-gene-12.4-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.4&CDS=1-1002	YMR021C
3280	OG0003280	genemark-LADA0G-processed-gene-12.5-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.5&CDS=1-498	YMR022W
3281	OG0003281	genemark-LADA0G-processed-gene-12.6-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.6&CDS=1-1350	YKL046C
3282	OG0003282	augustus_masked-LADA0G-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.124&CDS=1-1593	YKL047W
3283	OG0003283	genemark-LADA0G-processed-gene-12.7-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.7&CDS=1-333	YKL061W
3284	OG0003284	genemark-LADA0G-processed-gene-12.30-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.30&CDS=1-1491	YMR023C
3285	OG0003285	genemark-LADA0G-processed-gene-12.9-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.9&CDS=1-1122	YMR024W
3286	OG0003286	augustus_masked-LADA0G-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.106&CDS=1-741	YMR025W
3287	OG0003287	genemark-LADA0G-processed-gene-12.31-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.31&CDS=1-1158	YMR026C
3288	OG0003288	genemark-LADA0G-processed-gene-12.10-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.10&CDS=1-984	YDR435C
3289	OG0003289	genemark-LADA0G-processed-gene-12.32-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.32&CDS=1-1047	YML015C
3290	OG0003290	genemark-LADA0G-processed-gene-12.33-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.33&CDS=1-1554	YDR434W
3291	OG0003291	genemark-LADA0G-processed-gene-12.11-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.11&CDS=1-834	YML014W
3292	OG0003292	snap_masked-LADA0G-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-12.58&CDS=1-1761	YML013W
3293	OG0003293	genemark-LADA0G-processed-gene-12.34-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.34&CDS=1-1059	YDR432W
3294	OG0003294	genemark-LADA0G-processed-gene-12.13-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.13&CDS=1-2958	YDR430C
3295	OG0003295	genemark-LADA0G-processed-gene-12.14-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.14&CDS=1-627	YML012W
3296	OG0003296	genemark-LADA0G-processed-gene-12.35-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.35&CDS=1-531	YML011C
3297	OG0003297	genemark-LADA0G-processed-gene-12.15-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.15&CDS=1-3168	YML010W
3298	OG0003298	snap_masked-LADA0G-processed-gene-12.82-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-12.82&CDS=1-210	YML009C
3299	OG0003299	maker-LADA0G-snap-gene-12.92-mRNA-1_1&gene=maker-LADA0G-snap-gene-12.92&CDS=1-1527	YDR423C
3300	OG0003300	genemark-LADA0G-processed-gene-12.16-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.16&CDS=1-1122	YML008C
3301	OG0003301	augustus_masked-LADA0G-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.132&CDS=1-264	YDR424C
3302	OG0003302	genemark-LADA0G-processed-gene-12.19-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.19&CDS=1-1842	YDR425W
3303	OG0003303	genemark-LADA0G-processed-gene-12.20-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.20&CDS=1-1182	YDR427W
3304	OG0003304	snap_masked-LADA0G-processed-gene-12.85-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-12.85&CDS=1-822	YDR428C
3305	OG0003305	genemark-LADA0G-processed-gene-12.38-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.38&CDS=1-840	YDR429C
3306	OG0003306	genemark-LADA0G-processed-gene-12.21-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.21&CDS=1-2148	YDR422C
3307	OG0003307	augustus_masked-LADA0G-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.135&CDS=1-1947	YML006C
3308	OG0003308	genemark-LADA0G-processed-gene-12.40-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.40&CDS=1-1431	YEL052W
3309	OG0003309	genemark-LADA0G-processed-gene-12.22-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.22&CDS=1-2289	YEL053C
3310	OG0003310	genemark-LADA0G-processed-gene-12.25-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.25&CDS=1-1866	YDR419W
3311	OG0003311	augustus_masked-LADA0G-processed-gene-12.138-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-12.138&CDS=1-2457	YDR416W
3312	OG0003312	genemark-LADA0G-processed-gene-12.26-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.26&CDS=1-816	YEL051W
3313	OG0003313	genemark-LADA0G-processed-gene-12.27-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.27&CDS=1-1119	YDR415C
3314	OG0003314	genemark-LADA0G-processed-gene-12.42-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.42&CDS=1-1071	YEL050C
3315	OG0003315	genemark-LADA0G-processed-gene-12.28-mRNA-1_1&gene=genemark-LADA0G-processed-gene-12.28&CDS=1-2826	YOR156C
3316	OG0003316	maker-LADA0G-augustus-gene-13.52-mRNA-1_1&gene=maker-LADA0G-augustus-gene-13.52&CDS=1-1542	YDR410C
3317	OG0003317	genemark-LADA0G-processed-gene-13.113-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.113&CDS=1-1917	YML042W
3318	OG0003318	snap_masked-LADA0G-processed-gene-13.59-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.59&CDS=1-699	YDR411C
3319	OG0003319	genemark-LADA0G-processed-gene-13.109-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.109&CDS=1-702	YDR412W
3320	OG0003320	snap_masked-LADA0G-processed-gene-13.60-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.60&CDS=1-1071	YDR414C
3321	OG0003321	genemark-LADA0G-processed-gene-13.110-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.110&CDS=1-636	YDR408C
3322	OG0003322	genemark-LADA0G-processed-gene-13.139-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.139&CDS=1-789	YOR157C
3323	OG0003323	snap_masked-LADA0G-processed-gene-13.63-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.63&CDS=1-3663	YDR407C
3324	OG0003324	snap_masked-LADA0G-processed-gene-13.64-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.64&CDS=1-912	YOR158W
3325	OG0003325	snap_masked-LADA0G-processed-gene-13.91-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.91&CDS=1-177	YOR159C
