	OrthologID	Metschnikowia_ipomoeae	Saccharomyces_cerevisiae
2738	OG0002738	snap_masked-ipo_s450-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.7&CDS=1-1842	YLR023C
2739	OG0002739	snap_masked-ipo_s450-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.8&CDS=1-1677	YDR536W
2740	OG0002740	snap_masked-ipo_s450-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.10&CDS=1-1251	YGR111W
2741	OG0002741	snap_masked-ipo_s450-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.11&CDS=1-390	YNL153C
2742	OG0002742	snap_masked-ipo_s450-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.23&CDS=1-1386	YGL130W
2743	OG0002743	snap_masked-ipo_s450-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.25&CDS=1-690	YPL213W
2744	OG0002744	snap_masked-ipo_s450-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.27&CDS=1-1521	YNL142W
2745	OG0002745	snap_masked-ipo_s450-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.12&CDS=1-2574	YCR030C
2746	OG0002746	snap_masked-ipo_s450-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.29&CDS=1-1689	YLL035W
2747	OG0002747	snap_masked-ipo_s450-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.13&CDS=1-1461	YDR402C
2748	OG0002748	snap_masked-ipo_s450-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.14&CDS=1-1431	YBR180W
2749	OG0002749	snap_masked-ipo_s450-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s450-processed-gene-0.31&CDS=1-1656	YIL166C
2750	OG0002750	snap_masked-ipo_s451-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.34&CDS=1-897	YOR251C
2751	OG0002751	snap_masked-ipo_s451-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.41&CDS=1-1596	YOR269W
2752	OG0002752	augustus_masked-ipo_s451-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ipo_s451-processed-gene-0.10&CDS=1-786	YNL265C
2753	OG0002753	snap_masked-ipo_s451-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.44&CDS=1-2205	YOR267C
2754	OG0002754	snap_masked-ipo_s451-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.45&CDS=1-1395	YLL011W
2755	OG0002755	snap_masked-ipo_s451-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.48&CDS=1-1080	YLR019W
2756	OG0002756	snap_masked-ipo_s451-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.38&CDS=1-1461	YOR250C
2757	OG0002757	snap_masked-ipo_s451-processed-gene-0.49-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.49&CDS=1-1071	YPL152W
2758	OG0002758	snap_masked-ipo_s451-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.40&CDS=1-1545	YOR244W
2759	OG0002759	snap_masked-ipo_s451-processed-gene-0.50-mRNA-1_1&gene=snap_masked-ipo_s451-processed-gene-0.50&CDS=1-1161	YPL151C
2760	OG0002760	augustus_masked-ipo_s452-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ipo_s452-processed-gene-0.10&CDS=1-2130	YML127W
2761	OG0002761	augustus_masked-ipo_s452-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ipo_s452-processed-gene-0.12&CDS=1-1710	YDL210W
2762	OG0002762	snap_masked-ipo_s453-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ipo_s453-processed-gene-0.9&CDS=1-4371	YOR116C
2763	OG0002763	snap_masked-ipo_s453-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s453-processed-gene-0.10&CDS=1-1275	YOR117W
2764	OG0002764	snap_masked-ipo_s453-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s453-processed-gene-0.2&CDS=1-2577	YDR205W
2765	OG0002765	snap_masked-ipo_s453-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s453-processed-gene-0.3&CDS=1-828	YLR243W
2766	OG0002766	snap_masked-ipo_s453-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s453-processed-gene-0.5&CDS=1-1368	YDR190C
2767	OG0002767	maker-ipo_s454-augustus-gene-0.40-mRNA-1_1&gene=maker-ipo_s454-augustus-gene-0.40&CDS=1-1926	YIR029W
2768	OG0002768	genemark-ipo_s454-processed-gene-0.36-mRNA-1_1&gene=genemark-ipo_s454-processed-gene-0.36&CDS=1-465	YLL050C
2769	OG0002769	snap_masked-ipo_s454-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s454-processed-gene-0.5&CDS=1-9195	YLR087C
2770	OG0002770	augustus_masked-ipo_s454-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ipo_s454-processed-gene-0.26&CDS=1-303	YDR115W
2771	OG0002771	snap_masked-ipo_s454-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s454-processed-gene-0.7&CDS=1-4506	YLR086W
2772	OG0002772	augustus_masked-ipo_s454-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ipo_s454-processed-gene-0.27&CDS=1-1050	YLR405W
2773	OG0002773	snap_masked-ipo_s455-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ipo_s455-processed-gene-0.0&CDS=1-1410	YKL143W
2774	OG0002774	snap_masked-ipo_s455-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s455-processed-gene-0.2&CDS=1-1092	YLR216C
2775	OG0002775	augustus_masked-ipo_s456-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ipo_s456-processed-gene-0.8&CDS=1-321	YDR469W
2776	OG0002776	snap_masked-ipo_s456-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.25&CDS=1-810	YDR468C
2777	OG0002777	snap_masked-ipo_s456-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.26&CDS=1-957	YDR392W
2778	OG0002778	snap_masked-ipo_s456-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.35&CDS=1-3438	YOR144C
2779	OG0002779	snap_masked-ipo_s456-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.30&CDS=1-795	YOR145C
2780	OG0002780	snap_masked-ipo_s456-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.37&CDS=1-678	YHR013C
2781	OG0002781	snap_masked-ipo_s456-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.38&CDS=1-741	YDR472W
2782	OG0002782	snap_masked-ipo_s456-processed-gene-0.32-mRNA-1_1&gene=snap_masked-ipo_s456-processed-gene-0.32&CDS=1-1431	YOR023C
2783	OG0002783	snap_masked-ipo_s457-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s457-processed-gene-0.7&CDS=1-2787	YNL049C
2784	OG0002784	snap_masked-ipo_s457-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s457-processed-gene-0.8&CDS=1-1506	YNL241C
2785	OG0002785	snap_masked-ipo_s458-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s458-processed-gene-0.5&CDS=1-1557	YIL099W
2786	OG0002786	snap_masked-ipo_s458-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s458-processed-gene-0.6&CDS=1-3114	YFR038W
2787	OG0002787	snap_masked-ipo_s458-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s458-processed-gene-0.8&CDS=1-1131	YJR032W
2788	OG0002788	snap_masked-ipo_s458-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s458-processed-gene-0.3&CDS=1-2829	YDR238C
2789	OG0002789	augustus_masked-ipo_s459-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-ipo_s459-processed-gene-0.49&CDS=1-258	YGR037C
2790	OG0002790	snap_masked-ipo_s459-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.11&CDS=1-1632	YGL244W
2791	OG0002791	snap_masked-ipo_s459-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.2&CDS=1-2481	YOR168W
2792	OG0002792	snap_masked-ipo_s459-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.3&CDS=1-2124	YKL088W
2793	OG0002793	snap_masked-ipo_s459-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.14&CDS=1-1914	YDR120C
2794	OG0002794	snap_masked-ipo_s459-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.6&CDS=1-303	YLR099W-A
2795	OG0002795	snap_masked-ipo_s459-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.7&CDS=1-1041	YDR126W
2796	OG0002796	augustus_masked-ipo_s459-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ipo_s459-processed-gene-0.48&CDS=1-3216	YIR023W
2797	OG0002797	augustus_masked-ipo_s459-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ipo_s459-processed-gene-0.55&CDS=1-513	YKL013C
2798	OG0002798	snap_masked-ipo_s459-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s459-processed-gene-0.18&CDS=1-1932	YKL012W
2799	OG0002799	snap_masked-ipo_s46-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.0&CDS=1-771	YIL070C
2800	OG0002800	snap_masked-ipo_s46-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.18&CDS=1-2586	YPR112C
2801	OG0002801	snap_masked-ipo_s46-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.19&CDS=1-3906	YNL250W
2802	OG0002802	augustus_masked-ipo_s46-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ipo_s46-processed-gene-0.61&CDS=1-2685	YOR113W
2803	OG0002803	snap_masked-ipo_s46-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.23&CDS=1-378	YNL113W
2804	OG0002804	snap_masked-ipo_s46-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.9&CDS=1-843	YGR158C
2805	OG0002805	snap_masked-ipo_s46-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.31&CDS=1-2592	YGR157W
2806	OG0002806	snap_masked-ipo_s46-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.10&CDS=1-4548	YNL297C
2807	OG0002807	snap_masked-ipo_s46-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.11&CDS=1-3405	YBR023C
2808	OG0002808	snap_masked-ipo_s46-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.13&CDS=1-2292	YLR069C
2809	OG0002809	snap_masked-ipo_s46-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.14&CDS=1-2256	YNL247W
2810	OG0002810	snap_masked-ipo_s46-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.15&CDS=1-570	YLR066W
2811	OG0002811	augustus_masked-ipo_s46-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ipo_s46-processed-gene-0.71&CDS=1-3531	YLR067C
2812	OG0002812	snap_masked-ipo_s46-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s46-processed-gene-0.38&CDS=1-822	YGL161C
2813	OG0002813	snap_masked-ipo_s460-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ipo_s460-processed-gene-0.0&CDS=1-2319	YJR090C
2814	OG0002814	snap_masked-ipo_s462-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.4&CDS=1-1545	YCR072C
2815	OG0002815	snap_masked-ipo_s462-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.5&CDS=1-3762	YMR109W
2816	OG0002816	snap_masked-ipo_s462-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.6&CDS=1-4797	YCR081W
2817	OG0002817	augustus_masked-ipo_s462-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ipo_s462-processed-gene-0.63&CDS=1-3273	YOL140W
2818	OG0002818	snap_masked-ipo_s462-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.38&CDS=1-219	YNR032C-A
2819	OG0002819	snap_masked-ipo_s462-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.39&CDS=1-1683	YBR220C
2820	OG0002820	snap_masked-ipo_s462-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.40&CDS=1-1086	YBR221C
2821	OG0002821	snap_masked-ipo_s462-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.44&CDS=1-3531	YGL062W
2822	OG0002822	snap_masked-ipo_s462-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.15&CDS=1-1350	YNL103W
2823	OG0002823	snap_masked-ipo_s462-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.45&CDS=1-777	YOR107W
2824	OG0002824	snap_masked-ipo_s462-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.16&CDS=1-237	YNL211C
2825	OG0002825	snap_masked-ipo_s462-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.46&CDS=1-1188	YNL212W
2826	OG0002826	snap_masked-ipo_s462-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.17&CDS=1-666	YNL213C
2827	OG0002827	snap_masked-ipo_s462-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.22&CDS=1-1200	YGL048C
2828	OG0002828	snap_masked-ipo_s462-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.24&CDS=1-2016	YBR286W
2829	OG0002829	snap_masked-ipo_s462-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.25&CDS=1-1011	YNL274C
2830	OG0002830	snap_masked-ipo_s462-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.52&CDS=1-1107	YDR400W
2831	OG0002831	snap_masked-ipo_s462-processed-gene-0.53-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.53&CDS=1-720	YKR043C
2832	OG0002832	snap_masked-ipo_s462-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.29&CDS=1-336	YBR120C
2833	OG0002833	snap_masked-ipo_s462-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.55&CDS=1-267	YER048W-A
2834	OG0002834	snap_masked-ipo_s462-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.56&CDS=1-1350	YER048C
2835	OG0002835	snap_masked-ipo_s462-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.34&CDS=1-2391	YPL074W
2836	OG0002836	snap_masked-ipo_s462-processed-gene-0.58-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.58&CDS=1-1431	YLR378C
2837	OG0002837	snap_masked-ipo_s462-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ipo_s462-processed-gene-0.36&CDS=1-1017	YLR377C
2838	OG0002838	maker-ipo_s463-augustus-gene-0.36-mRNA-1_1&gene=maker-ipo_s463-augustus-gene-0.36&CDS=1-6738	YCR011C
2839	OG0002839	augustus_masked-ipo_s463-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ipo_s463-processed-gene-0.68&CDS=1-1338	YDR375C
2840	OG0002840	snap_masked-ipo_s463-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.8&CDS=1-912	YOR143C
2841	OG0002841	snap_masked-ipo_s463-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.10&CDS=1-576	YJR069C
2842	OG0002842	snap_masked-ipo_s463-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.26&CDS=1-558	YDR339C
2843	OG0002843	snap_masked-ipo_s463-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.11&CDS=1-1812	YDR341C
2844	OG0002844	snap_masked-ipo_s463-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.29&CDS=1-519	YDR404C
2845	OG0002845	snap_masked-ipo_s463-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.13&CDS=1-519	YOR150W
2846	OG0002846	snap_masked-ipo_s463-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.30&CDS=1-3705	YOR151C
2847	OG0002847	snap_masked-ipo_s463-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.14&CDS=1-855	YDR405W
2848	OG0002848	snap_masked-ipo_s463-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ipo_s463-processed-gene-0.15&CDS=1-219	YNL259C
2849	OG0002849	snap_masked-ipo_s50-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s50-processed-gene-0.26&CDS=1-1443	YFR044C
2850	OG0002850	maker-ipo_s50-snap-gene-0.20-mRNA-1_1&gene=maker-ipo_s50-snap-gene-0.20&CDS=1-1098	YOR288C
2851	OG0002851	snap_masked-ipo_s50-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s50-processed-gene-0.29&CDS=1-1038	YJR100C
2852	OG0002852	snap_masked-ipo_s50-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s50-processed-gene-0.30&CDS=1-933	YJR095W
2853	OG0002853	snap_masked-ipo_s50-processed-gene-0.32-mRNA-1_1&gene=snap_masked-ipo_s50-processed-gene-0.32&CDS=1-1356	YNL237W
2854	OG0002854	snap_masked-ipo_s50-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ipo_s50-processed-gene-0.24&CDS=1-2574	YNL238W
2855	OG0002855	snap_masked-ipo_s54-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s54-processed-gene-0.31&CDS=1-546	YGR078C
2856	OG0002856	snap_masked-ipo_s54-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ipo_s54-processed-gene-0.45&CDS=1-978	YOL073C
2857	OG0002857	snap_masked-ipo_s54-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ipo_s54-processed-gene-0.46&CDS=1-1701	YGR103W
2858	OG0002858	snap_masked-ipo_s54-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ipo_s54-processed-gene-0.40&CDS=1-1200	YPR140W
2859	OG0002859	snap_masked-ipo_s56-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s56-processed-gene-0.2&CDS=1-1311	YHR009C
2860	OG0002860	augustus_masked-ipo_s56-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ipo_s56-processed-gene-0.12&CDS=1-471	YHR175W
2861	OG0002861	snap_masked-ipo_s56-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s56-processed-gene-0.5&CDS=1-1401	YDR449C
2862	OG0002862	genemark-ipo_s56-processed-gene-0.22-mRNA-1_1&gene=genemark-ipo_s56-processed-gene-0.22&CDS=1-216	YHR143W-A
2863	OG0002863	snap_masked-ipo_s57-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s57-processed-gene-0.16&CDS=1-3432	YMR287C
2864	OG0002864	augustus_masked-ipo_s58-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-ipo_s58-processed-gene-0.131&CDS=1-1932	YKL174C
2865	OG0002865	augustus_masked-ipo_s58-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-ipo_s58-processed-gene-0.132&CDS=1-807	YKR060W
2866	OG0002866	snap_masked-ipo_s58-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.8&CDS=1-603	YPL078C
2867	OG0002867	snap_masked-ipo_s58-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.31&CDS=1-1335	YBR195C
2868	OG0002868	augustus_masked-ipo_s58-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-ipo_s58-processed-gene-0.112&CDS=1-753	YIL064W
2869	OG0002869	snap_masked-ipo_s58-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.33&CDS=1-1464	YIL063C
2870	OG0002870	snap_masked-ipo_s58-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.10&CDS=1-1038	YOL054W
2871	OG0002871	snap_masked-ipo_s58-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.11&CDS=1-177	YMR256C
2872	OG0002872	snap_masked-ipo_s58-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.12&CDS=1-1833	YMR258C
2873	OG0002873	snap_masked-ipo_s58-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.35&CDS=1-525	YKL016C
2874	OG0002874	snap_masked-ipo_s58-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.14&CDS=1-2925	YKL173W
2875	OG0002875	snap_masked-ipo_s58-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.37&CDS=1-2328	YJL176C
2876	OG0002876	snap_masked-ipo_s58-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.17&CDS=1-282	YJL166W
2877	OG0002877	snap_masked-ipo_s58-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.38&CDS=1-1050	YJL167W
2878	OG0002878	snap_masked-ipo_s58-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.39&CDS=1-1203	YKL172W
2879	OG0002879	snap_masked-ipo_s58-processed-gene-0.42-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.42&CDS=1-1728	YGL028C
2880	OG0002880	snap_masked-ipo_s58-processed-gene-0.43-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.43&CDS=1-1545	YBR029C
2881	OG0002881	snap_masked-ipo_s58-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.44&CDS=1-336	YBL028C
2882	OG0002882	augustus_masked-ipo_s58-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-ipo_s58-processed-gene-0.123&CDS=1-318	YNL244C
2883	OG0002883	snap_masked-ipo_s58-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.22&CDS=1-942	YNL245C
2884	OG0002884	snap_masked-ipo_s58-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.45&CDS=1-1539	YBR133C
2885	OG0002885	snap_masked-ipo_s58-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.23&CDS=1-306	YBR135W
2886	OG0002886	maker-ipo_s58-augustus-gene-0.153-mRNA-1_1&gene=maker-ipo_s58-augustus-gene-0.153&CDS=1-7521	YBR136W
2887	OG0002887	snap_masked-ipo_s58-processed-gene-0.47-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.47&CDS=1-2634	YPR091C
2888	OG0002888	snap_masked-ipo_s58-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.56&CDS=1-663	YLR078C
2889	OG0002889	snap_masked-ipo_s58-processed-gene-0.57-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.57&CDS=1-609	YFL046W
2890	OG0002890	snap_masked-ipo_s58-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ipo_s58-processed-gene-0.28&CDS=1-1914	YLR077W
2891	OG0002891	snap_masked-ipo_s59-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s59-processed-gene-0.4&CDS=1-954	YML110C
2892	OG0002892	snap_masked-ipo_s59-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s59-processed-gene-0.5&CDS=1-1512	YAL038W
2893	OG0002893	augustus_masked-ipo_s6-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ipo_s6-processed-gene-0.4&CDS=1-1908	YDR189W
2894	OG0002894	augustus_masked-ipo_s60-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ipo_s60-processed-gene-0.2&CDS=1-3168	YHR077C
2895	OG0002895	snap_masked-ipo_s60-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s60-processed-gene-0.18&CDS=1-1047	YDR322W
2896	OG0002896	snap_masked-ipo_s60-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s60-processed-gene-0.14&CDS=1-279	YHR051W
2897	OG0002897	genemark-ipo_s62-processed-gene-0.27-mRNA-1_1&gene=genemark-ipo_s62-processed-gene-0.27&CDS=1-933	YHR207C
2898	OG0002898	snap_masked-ipo_s62-processed-gene-0.50-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.50&CDS=1-852	YBR011C
2899	OG0002899	snap_masked-ipo_s62-processed-gene-0.51-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.51&CDS=1-810	YCR098C
2900	OG0002900	snap_masked-ipo_s62-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.52&CDS=1-3069	YIL002C
2901	OG0002901	snap_masked-ipo_s62-processed-gene-0.53-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.53&CDS=1-720	YEL001C
2902	OG0002902	genemark-ipo_s62-processed-gene-0.21-mRNA-1_1&gene=genemark-ipo_s62-processed-gene-0.21&CDS=1-387	YNR046W
2903	OG0002903	snap_masked-ipo_s62-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.44&CDS=1-921	YEL051W
2904	OG0002904	snap_masked-ipo_s62-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.45&CDS=1-1887	YKL148C
2905	OG0002905	snap_masked-ipo_s62-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.54&CDS=1-2514	YGL083W
2906	OG0002906	snap_masked-ipo_s62-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.46&CDS=1-666	YPL178W
2907	OG0002907	snap_masked-ipo_s62-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.56&CDS=1-1746	YAL067C
