	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
2241	OG0002241	YLR051C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.135&CDS=1-642
2242	OG0002242	YLR055C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.12&CDS=1-1929
2243	OG0002243	YLR056W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.79&CDS=1-1053
2244	OG0002244	YLR059C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.69&CDS=1-624
2245	OG0002245	YLR060W	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-10.133-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-10.133&CDS=1-2394
2246	OG0002246	YLR063W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.80&CDS=1-930
2247	OG0002247	YLR064W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.51&CDS=1-807
2248	OG0002248	YLR066W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.233-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.233&CDS=1-561
2249	OG0002249	YLR067C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.193-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.193&CDS=1-3480
2250	OG0002250	YLR068W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.82&CDS=1-471
2251	OG0002251	YLR069C	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.104&CDS=1-3471
2252	OG0002252	YLR071C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.70&CDS=1-2985
2253	OG0002253	YLR074C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.116&CDS=1-462
2254	OG0002254	YLR075W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.147&CDS=1-660
2255	OG0002255	YLR078C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-3.43&CDS=1-1227
2256	OG0002256	YLR084C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.82&CDS=1-4080
2257	OG0002257	YLR085C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.257-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.257&CDS=1-1212
2258	OG0002258	YLR086W	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.20&CDS=1-4650
2259	OG0002259	YLR087C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.71&CDS=1-8847
2260	OG0002260	YLR088W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.163&CDS=1-1884
2261	OG0002261	YLR089C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.145-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.145&CDS=1-1521
2262	OG0002262	YLR097C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.98&CDS=1-1329
2263	OG0002263	YLR099W-A	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.160&CDS=1-213
2264	OG0002264	YLR100W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.158&CDS=1-1023
2265	OG0002265	YLR103C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.65&CDS=1-3804
2266	OG0002266	YLR104W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.64&CDS=1-369
2267	OG0002267	YLR105C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.7-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.7&CDS=1-1116
2268	OG0002268	YLR106C	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.11&CDS=1-14751
2269	OG0002269	YLR107W	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.25&CDS=1-2808
2270	OG0002270	YLR113W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.80&CDS=1-1155
2271	OG0002271	YLR114C	genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.112&CDS=1-1923
2272	OG0002272	YLR115W	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.45&CDS=1-3051
2273	OG0002273	YLR116W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.43-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.43&CDS=1-1344
2274	OG0002274	YLR117C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.106&CDS=1-2007
2275	OG0002275	YLR126C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.155-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.155&CDS=1-882
2276	OG0002276	YLR127C	genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.25&CDS=1-1899
2277	OG0002277	YLR128W	genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.63&CDS=1-735
2278	OG0002278	YLR129W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.252-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.252&CDS=1-2901
2279	OG0002279	YLR130C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.18&CDS=1-1041
2280	OG0002280	YLR133W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.133&CDS=1-1659
2281	OG0002281	YLR135W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.141&CDS=1-1839
2282	OG0002282	YLR137W	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.119&CDS=1-828
2283	OG0002283	YLR138W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.45&CDS=1-2523
2284	OG0002284	YLR141W	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.25&CDS=1-1368
2285	OG0002285	YLR142W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.52&CDS=1-1428
2286	OG0002286	YLR143W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.112&CDS=1-1893
2287	OG0002287	YLR145W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.137-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.137&CDS=1-522
2288	OG0002288	YLR147C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.81&CDS=1-315
2289	OG0002289	YLR151C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-11.98-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-11.98&CDS=1-1407
2290	OG0002290	YLR163C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.114&CDS=1-1452
2291	OG0002291	YLR166C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-7.65-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-7.65&CDS=1-2697
2292	OG0002292	YLR168C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.30&CDS=1-639
2293	OG0002293	YLR170C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.103&CDS=1-459
2294	OG0002294	YLR172C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.93&CDS=1-900
2295	OG0002295	YLR175W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.95&CDS=1-1398
2296	OG0002296	YLR176C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.98&CDS=1-1998
2297	OG0002297	YLR178C	snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.131&CDS=1-624
2298	OG0002298	YLR180W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.147&CDS=1-1155
2299	OG0002299	YLR181C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.146&CDS=1-1161
2300	OG0002300	YLR182W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.148&CDS=1-2103
2301	OG0002301	YLR186W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.151-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.151&CDS=1-747
2302	OG0002302	YLR187W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.145&CDS=1-2811
2303	OG0002303	YLR189C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.62-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.62&CDS=1-7779
2304	OG0002304	YLR191W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.85&CDS=1-1233
2305	OG0002305	YLR192C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.34&CDS=1-825
2306	OG0002306	YLR193C	augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.153&CDS=1-591
2307	OG0002307	YLR195C	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.7-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.7&CDS=1-1332
2308	OG0002308	YLR196W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.73&CDS=1-1569
2309	OG0002309	YLR197W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.84&CDS=1-1524
2310	OG0002310	YLR200W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.13&CDS=1-342
2311	OG0002311	YLR201C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.18&CDS=1-756
2312	OG0002312	YLR203C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.88-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.88&CDS=1-1254
2313	OG0002313	YLR205C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.3&CDS=1-864
2314	OG0002314	YLR207W	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.256-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.256&CDS=1-2334
2315	OG0002315	YLR208W	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.59&CDS=1-870
2316	OG0002316	YLR209C	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.46&CDS=1-900
2317	OG0002317	YLR210W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.71-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.71&CDS=1-1191
2318	OG0002318	YLR212C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-5.151-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-5.151&CDS=1-1422
2319	OG0002319	YLR215C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.69&CDS=1-999
2320	OG0002320	YLR216C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.122&CDS=1-1086
2321	OG0002321	YLR220W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.78&CDS=1-873
2322	OG0002322	YLR221C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.158-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.158&CDS=1-519
2323	OG0002323	YLR222C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.76&CDS=1-3567
2324	OG0002324	YLR223C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.79&CDS=1-1851
2325	OG0002325	YLR227C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.7&CDS=1-2448
2326	OG0002326	YLR228C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.66&CDS=1-1914
2327	OG0002327	YLR229C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.65&CDS=1-573
2328	OG0002328	YLR231C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.68&CDS=1-1341
2329	OG0002329	YLR234W	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.38&CDS=1-1848
2330	OG0002330	YLR239C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.100&CDS=1-879
2331	OG0002331	YLR240W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.86-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.86&CDS=1-3114
2332	OG0002332	YLR241W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.111&CDS=1-1971
2333	OG0002333	YLR242C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.82-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.82&CDS=1-891
2334	OG0002334	YLR243W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.117&CDS=1-816
2335	OG0002335	YLR245C	maker-NODE_4_length_917969_cov_39.8804_ID_5033-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_4_length_917969_cov_39.8804_ID_5033-snap-gene-0.39&CDS=1-363
2336	OG0002336	YLR250W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.86&CDS=1-642
2337	OG0002337	YLR251W	maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-5.0-mRNA-1_1&gene=maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-5.0&CDS=1-1236
2338	OG0002338	YLR253W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.61&CDS=1-1719
2339	OG0002339	YLR259C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.99&CDS=1-1713
2340	OG0002340	YLR262C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.135&CDS=1-603
2341	OG0002341	YLR262C-A	augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.137&CDS=1-837
2342	OG0002342	YLR268W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-12.362-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-12.362&CDS=1-2298
2343	OG0002343	YLR272C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.53&CDS=1-3483
2344	OG0002344	YLR274W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.134-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.134&CDS=1-2217
2345	OG0002345	YLR276C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.138&CDS=1-1695
2346	OG0002346	YLR277C	maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-5.3-mRNA-1_1&gene=maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-5.3&CDS=1-2604
2347	OG0002347	YLR281C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.105-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.105&CDS=1-489
2348	OG0002348	YLR283W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.53-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.53&CDS=1-1884
2349	OG0002349	YLR285W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.69&CDS=1-756
2350	OG0002350	YLR286C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.39-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.39&CDS=1-1395
2351	OG0002351	YLR287C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.121&CDS=1-1017
2352	OG0002352	YLR288C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.3&CDS=1-987
2353	OG0002353	YLR289W	maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-3.123-mRNA-1_1&gene=maker-NODE_5_length_905678_cov_45.6404_ID_4750-snap-gene-3.123&CDS=1-2994
2354	OG0002354	YLR290C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.142&CDS=1-738
2355	OG0002355	YLR291C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-0.91&CDS=1-1077
2356	OG0002356	YLR292C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.64&CDS=1-597
2357	OG0002357	YLR293C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.131&CDS=1-642
2358	OG0002358	YLR295C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.132&CDS=1-312
