	OrthologID	Kluyveromyces_lactis	Saccharomyces_cerevisiae
3331	OG0003331	augustus_masked-CR382126-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.35&CDS=1-750	YNL050C
3332	OG0003332	augustus_masked-CR382126-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.36&CDS=1-2772	YIL109C
3333	OG0003333	augustus_masked-CR382126-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.21&CDS=1-2049	YIL108W
3334	OG0003334	augustus_masked-CR382126-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.37&CDS=1-2316	YIL107C
3335	OG0003335	snap_masked-CR382126-processed-gene-3.107-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-3.107&CDS=1-906	YIL106W
3336	OG0003336	augustus_masked-CR382126-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.23&CDS=1-1710	YNL048W
3337	OG0003337	augustus_masked-CR382126-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.38&CDS=1-1944	YIL105C
3338	OG0003338	snap_masked-CR382126-processed-gene-3.109-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-3.109&CDS=1-1881	YNL045W
3339	OG0003339	snap_masked-CR382126-processed-gene-3.110-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-3.110&CDS=1-522	YNL044W
3340	OG0003340	augustus_masked-CR382126-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.25&CDS=1-1035	YNL042W
3341	OG0003341	augustus_masked-CR382126-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.39&CDS=1-1425	YIL104C
3342	OG0003342	snap_masked-CR382126-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-3.112&CDS=1-1266	YIL103W
3343	OG0003343	augustus_masked-CR382126-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.40&CDS=1-2337	YNL041C
3344	OG0003344	augustus_masked-CR382126-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.41&CDS=1-1503	YIL101C
3345	OG0003345	augustus_masked-CR382126-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.42&CDS=1-651	YNL036W
3346	OG0003346	augustus_masked-CR382126-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.27&CDS=1-1689	YIL099W
3347	OG0003347	augustus_masked-CR382126-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-3.43&CDS=1-477	YIL098C
3348	OG0003348	augustus_masked-CR382126-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.37&CDS=1-1083	YNL037C
3349	OG0003349	augustus_masked-CR382126-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.39&CDS=1-1749	YBR296C
3350	OG0003350	snap_masked-CR382126-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-4.76&CDS=1-2655	YBR055C
3351	OG0003351	augustus_masked-CR382126-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.41&CDS=1-2304	YDR034C
3352	OG0003352	augustus_masked-CR382126-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.43&CDS=1-1014	YBR053C
3353	OG0003353	augustus_masked-CR382126-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.44&CDS=1-594	YDR032C
3354	OG0003354	augustus_masked-CR382126-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.45&CDS=1-2556	YDR028C
3355	OG0003355	augustus_masked-CR382126-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.46&CDS=1-2538	YDR027C
3356	OG0003356	augustus_masked-CR382126-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.47&CDS=1-1785	YDR026C
3357	OG0003357	augustus_masked-CR382126-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.59&CDS=1-915	YIL124W
3358	OG0003358	augustus_masked-CR382126-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.60&CDS=1-3051	YIL125W
3359	OG0003359	augustus_masked-CR382126-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.48&CDS=1-603	YIL127C
3360	OG0003360	augustus_masked-CR382126-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.63&CDS=1-3087	YIL128W
3361	OG0003361	augustus_masked-CR382126-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.49&CDS=1-6774	YIL129C
3362	OG0003362	genemark-CR382126-processed-gene-4.14-mRNA-1_1&gene=genemark-CR382126-processed-gene-4.14&CDS=1-639	YIL132C
3363	OG0003363	augustus_masked-CR382126-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.65&CDS=1-921	YIL134W
3364	OG0003364	snap_masked-CR382126-processed-gene-4.104-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-4.104&CDS=1-180	YNL070W
3365	OG0003365	augustus_masked-CR382126-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.66&CDS=1-1419	YNL071W
3366	OG0003366	augustus_masked-CR382126-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.67&CDS=1-912	YNL072W
3367	OG0003367	augustus_masked-CR382126-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.68&CDS=1-1551	YNL073W
3368	OG0003368	augustus_masked-CR382126-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.51&CDS=1-1479	YKL045W
3369	OG0003369	augustus_masked-CR382126-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.52&CDS=1-1908	YKL043W
3370	OG0003370	augustus_masked-CR382126-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.53&CDS=1-948	YKL042W
3371	OG0003371	maker-CR382126-augustus-gene-4.71-mRNA-1_1&gene=maker-CR382126-augustus-gene-4.71&CDS=1-5091	YDL145C
3372	OG0003372	augustus_masked-CR382126-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.70&CDS=1-1089	YDL144C
3373	OG0003373	augustus_masked-CR382126-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-4.54&CDS=1-2085	YLR214W
3374	OG0003374	augustus_masked-CR382126-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.49&CDS=1-1098	YLR215C
3375	OG0003375	augustus_masked-CR382126-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.47&CDS=1-1590	YDL143W
3376	OG0003376	augustus_masked-CR382126-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.50&CDS=1-894	YDL142C
3377	OG0003377	snap_masked-CR382126-processed-gene-5.3-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-5.3&CDS=1-2079	YDL141W
3378	OG0003378	augustus_masked-CR382126-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.51&CDS=1-5160	YDL140C
3379	OG0003379	maker-CR382126-snap-gene-5.0-mRNA-1_1&gene=maker-CR382126-snap-gene-5.0&CDS=1-1809	YLR216C
3380	OG0003380	augustus_masked-CR382126-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.52&CDS=1-3693	YDL195W
3381	OG0003381	augustus_masked-CR382126-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.54&CDS=1-999	YDL193W
3382	OG0003382	augustus_masked-CR382126-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.78&CDS=1-2871	YDL190C
3383	OG0003383	augustus_masked-CR382126-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.57&CDS=1-1275	YDL189W
3384	OG0003384	augustus_masked-CR382126-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.79&CDS=1-597	YDL135C
3385	OG0003385	snap_masked-CR382126-processed-gene-5.14-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-5.14&CDS=1-720	YDL186W
3386	OG0003386	augustus_masked-CR382126-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.60&CDS=1-3081	YDL185W
3387	OG0003387	augustus_masked-CR382126-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.81&CDS=1-888	YDL183C
3388	OG0003388	augustus_masked-CR382126-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.61&CDS=1-1428	YDL133W
3389	OG0003389	augustus_masked-CR382126-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.62&CDS=1-2436	YDL132W
3390	OG0003390	augustus_masked-CR382126-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.64&CDS=1-267	YDL181W
3391	OG0003391	augustus_masked-CR382126-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.65&CDS=1-312	YDL130W
3392	OG0003392	augustus_masked-CR382126-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.66&CDS=1-798	YDL129W
3393	OG0003393	snap_masked-CR382126-processed-gene-5.22-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-5.22&CDS=1-1494	YDL180W
3394	OG0003394	augustus_masked-CR382126-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.68&CDS=1-1218	YDL128W
3395	OG0003395	maker-CR382126-augustus-gene-5.88-mRNA-1_1&gene=maker-CR382126-augustus-gene-5.88&CDS=1-2901	YDL126C
3396	OG0003396	augustus_masked-CR382126-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.70&CDS=1-1629	YDL178W
3397	OG0003397	augustus_masked-CR382126-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.71&CDS=1-927	YDL124W
3398	OG0003398	augustus_masked-CR382126-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.83&CDS=1-477	YDL177C
3399	OG0003399	snap_masked-CR382126-processed-gene-5.26-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-5.26&CDS=1-1686	YDL176W
3400	OG0003400	genemark-CR382126-processed-gene-5.129-mRNA-1_1&gene=genemark-CR382126-processed-gene-5.129&CDS=1-411	YDL123W
3401	OG0003401	augustus_masked-CR382126-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.73&CDS=1-2232	YIL078W
3402	OG0003402	snap_masked-CR382126-processed-gene-5.44-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-5.44&CDS=1-891	YIL077C
3403	OG0003403	augustus_masked-CR382126-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.74&CDS=1-801	YCR047C
3404	OG0003404	augustus_masked-CR382126-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.75&CDS=1-513	YCR046C
3405	OG0003405	augustus_masked-CR382126-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.85&CDS=1-663	YNR018W
3406	OG0003406	augustus_masked-CR382126-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.76&CDS=1-1524	YCR045C
3407	OG0003407	augustus_masked-CR382126-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-5.86&CDS=1-657	YNR017W
3408	OG0003408	augustus_masked-CR382126-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.106&CDS=1-6693	YNR016C
3409	OG0003409	augustus_masked-CR382126-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.109&CDS=1-1077	YNR015W
3410	OG0003410	augustus_masked-CR382126-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.131&CDS=1-1377	YNR012W
3411	OG0003411	augustus_masked-CR382126-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.112&CDS=1-969	YML004C
3412	OG0003412	augustus_masked-CR382126-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.114&CDS=1-1029	YMR204C
3413	OG0003413	augustus_masked-CR382126-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.132&CDS=1-1161	YMR203W
3414	OG0003414	augustus_masked-CR382126-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.133&CDS=1-369	YNR010W
3415	OG0003415	augustus_masked-CR382126-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.134&CDS=1-669	YMR202W
3416	OG0003416	augustus_masked-CR382126-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.136&CDS=1-1968	YNR008W
3417	OG0003417	maker-CR382126-augustus-gene-6.103-mRNA-1_1&gene=maker-CR382126-augustus-gene-6.103&CDS=1-1860	YNR007C
3418	OG0003418	augustus_masked-CR382126-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.137&CDS=1-1809	YNR006W
3419	OG0003419	augustus_masked-CR382126-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.138&CDS=1-723	YMR200W
3420	OG0003420	augustus_masked-CR382126-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.116&CDS=1-1194	YPL255W
3421	OG0003421	maker-CR382126-snap-gene-6.1-mRNA-1_1&gene=maker-CR382126-snap-gene-6.1&CDS=1-2658	YBR248C
3422	OG0003422	augustus_masked-CR382126-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.141&CDS=1-1440	YGL097W
3423	OG0003423	augustus_masked-CR382126-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.118&CDS=1-1434	YBR247C
3424	OG0003424	snap_masked-CR382126-processed-gene-6.41-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-6.41&CDS=1-780	YGL098W
3425	OG0003425	augustus_masked-CR382126-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.143&CDS=1-1944	YGL099W
3426	OG0003426	augustus_masked-CR382126-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.119&CDS=1-1257	YBR246W
3427	OG0003427	augustus_masked-CR382126-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.144&CDS=1-483	YIR037W
3428	OG0003428	augustus_masked-CR382126-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.145&CDS=1-1032	YGL100W
3429	OG0003429	augustus_masked-CR382126-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.121&CDS=1-1341	YBR243C
3430	OG0003430	augustus_masked-CR382126-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.146&CDS=1-633	YGL101W
3431	OG0003431	augustus_masked-CR382126-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.147&CDS=1-447	YGL103W
3432	OG0003432	augustus_masked-CR382126-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.122&CDS=1-1584	YBR241C
3433	OG0003433	snap_masked-CR382126-processed-gene-6.47-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-6.47&CDS=1-423	YCR082W
3434	OG0003434	augustus_masked-CR382126-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.123&CDS=1-1830	YNR039C
3435	OG0003435	augustus_masked-CR382126-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.149&CDS=1-3966	YCR081W
3436	OG0003436	augustus_masked-CR382126-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.150&CDS=1-1890	YNR038W
3437	OG0003437	augustus_masked-CR382126-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.124&CDS=1-273	YNR037C
3438	OG0003438	augustus_masked-CR382126-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.151&CDS=1-1455	YCR079W
3439	OG0003439	augustus_masked-CR382126-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.125&CDS=1-501	YNR036C
3440	OG0003440	augustus_masked-CR382126-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.126&CDS=1-978	YNR035C
3441	OG0003441	augustus_masked-CR382126-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.153&CDS=1-1236	YDL091C
3442	OG0003442	augustus_masked-CR382126-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.154&CDS=1-1287	YDL090C
3443	OG0003443	snap_masked-CR382126-processed-gene-6.28-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-6.28&CDS=1-2055	YMR154C
3444	OG0003444	augustus_masked-CR382126-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-6.130&CDS=1-1638	YDL089W
3445	OG0003445	snap_masked-CR382126-processed-gene-7.108-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-7.108&CDS=1-1242	YDL088C
3446	OG0003446	snap_masked-CR382126-processed-gene-7.109-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-7.109&CDS=1-768	YDL087C
3447	OG0003447	augustus_masked-CR382126-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.1&CDS=1-399	YMR150C
3448	OG0003448	augustus_masked-CR382126-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.5&CDS=1-795	YMR149W
3449	OG0003449	augustus_masked-CR382126-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.2&CDS=1-810	YDL086W
3450	OG0003450	augustus_masked-CR382126-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.3&CDS=1-1041	YMR146C
3451	OG0003451	genemark-CR382126-processed-gene-7.61-mRNA-1_1&gene=genemark-CR382126-processed-gene-7.61&CDS=1-5865	YOR048C
3452	OG0003452	augustus_masked-CR382126-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.11&CDS=1-3144	YAL019W
3453	OG0003453	augustus_masked-CR382126-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.34&CDS=1-1461	YOL049W
3454	OG0003454	augustus_masked-CR382126-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.35&CDS=1-3102	YOL051W
3455	OG0003455	augustus_masked-CR382126-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.36&CDS=1-915	YAL018C
3456	OG0003456	augustus_masked-CR382126-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.12&CDS=1-3687	YOL045W
3457	OG0003457	augustus_masked-CR382126-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.13&CDS=1-1071	YOL044W
3458	OG0003458	augustus_masked-CR382126-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.14&CDS=1-1830	YAL016W
3459	OG0003459	augustus_masked-CR382126-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.38&CDS=1-1173	YOL043C
3460	OG0003460	augustus_masked-CR382126-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.15&CDS=1-1113	YOL042W
3461	OG0003461	augustus_masked-CR382126-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.39&CDS=1-780	YAL014C
3462	OG0003462	augustus_masked-CR382126-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.40&CDS=1-1572	YOL041C
3463	OG0003463	augustus_masked-CR382126-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.17&CDS=1-1818	YAL013W
3464	OG0003464	augustus_masked-CR382126-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.41&CDS=1-426	YOL040C
3465	OG0003465	augustus_masked-CR382126-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.18&CDS=1-318	YOL039W
3466	OG0003466	augustus_masked-CR382126-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.19&CDS=1-1173	YAL012W
3467	OG0003467	augustus_masked-CR382126-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.20&CDS=1-1470	YOL031C
3468	OG0003468	augustus_masked-CR382126-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.42&CDS=1-726	YOL032W
3469	OG0003469	augustus_masked-CR382126-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.43&CDS=1-1626	YOL033W
3470	OG0003470	augustus_masked-CR382126-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.44&CDS=1-3336	YOL034W
3471	OG0003471	augustus_masked-CR382126-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.21&CDS=1-2274	YAL011W
3472	OG0003472	augustus_masked-CR382126-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.45&CDS=1-1344	YAL010C
3473	OG0003473	augustus_masked-CR382126-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.22&CDS=1-867	YAL009W
3474	OG0003474	augustus_masked-CR382126-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.23&CDS=1-2007	YOR014W
3475	OG0003475	maker-CR382126-augustus-gene-7.51-mRNA-1_1&gene=maker-CR382126-augustus-gene-7.51&CDS=1-1176	YPR107C
3476	OG0003476	augustus_masked-CR382126-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.25&CDS=1-921	YGR086C
3477	OG0003477	augustus_masked-CR382126-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.26&CDS=1-2301	YPR105C
3478	OG0003478	augustus_masked-CR382126-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.27&CDS=1-2514	YPR104C
3479	OG0003479	augustus_masked-CR382126-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.46&CDS=1-855	YPR103W
3480	OG0003480	augustus_masked-CR382126-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.29&CDS=1-963	YGR084C
3481	OG0003481	augustus_masked-CR382126-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.30&CDS=1-1806	YGR083C
3482	OG0003482	augustus_masked-CR382126-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.48&CDS=1-426	YPR100W
3483	OG0003483	augustus_masked-CR382126-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.32&CDS=1-2064	YBR019C
3484	OG0003484	augustus_masked-CR382126-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-7.33&CDS=1-1110	YBR018C
3485	OG0003485	augustus_masked-CR382126-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.57&CDS=1-2511	YDL040C
3486	OG0003486	augustus_masked-CR382126-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.58&CDS=1-1449	YMR240C
3487	OG0003487	genemark-CR382126-processed-gene-8.106-mRNA-1_1&gene=genemark-CR382126-processed-gene-8.106&CDS=1-699	YOR305W
3488	OG0003488	augustus_masked-CR382126-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.60&CDS=1-1479	YOR306C
3489	OG0003489	augustus_masked-CR382126-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.56&CDS=1-924	YMR241W
3490	OG0003490	augustus_masked-CR382126-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.61&CDS=1-1341	YOR307C
3491	OG0003491	snap_masked-CR382126-processed-gene-8.7-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-8.7&CDS=1-1671	YOR308C
3492	OG0003492	augustus_masked-CR382126-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.81&CDS=1-1533	YOR310C
3493	OG0003493	augustus_masked-CR382126-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.82&CDS=1-849	YOR311C
3494	OG0003494	augustus_masked-CR382126-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.84&CDS=1-1080	YOR313C
3495	OG0003495	augustus_masked-CR382126-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.63&CDS=1-1038	YOR315W
3496	OG0003496	augustus_masked-CR382126-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.85&CDS=1-1308	YMR243C
3497	OG0003497	augustus_masked-CR382126-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.64&CDS=1-1059	YMR244W
3498	OG0003498	augustus_masked-CR382126-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.86&CDS=1-294	YMR244C-A
3499	OG0003499	snap_masked-CR382126-processed-gene-8.10-mRNA-1_1&gene=snap_masked-CR382126-processed-gene-8.10&CDS=1-1188	YFL027C
3500	OG0003500	augustus_masked-CR382126-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.87&CDS=1-1908	YLR055C
3501	OG0003501	augustus_masked-CR382126-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.66&CDS=1-819	YFL028C
3502	OG0003502	augustus_masked-CR382126-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.67&CDS=1-1059	YLR056W
3503	OG0003503	augustus_masked-CR382126-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.68&CDS=1-2985	YFL029C
3504	OG0003504	augustus_masked-CR382126-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.89&CDS=1-1101	YFL030W
3505	OG0003505	augustus_masked-CR382126-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.90&CDS=1-819	YFL031W
3506	OG0003506	augustus_masked-CR382126-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-CR382126-processed-gene-8.91&CDS=1-807	YLR059C
