	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
2744	OG0002744	augustus_masked-LCTY01000008.1-processed-gene-4.236-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.236&CDS=1-1227	YIL113W
2745	OG0002745	augustus_masked-LCTY01000008.1-processed-gene-4.237-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.237&CDS=1-1116	YIL110W
2746	OG0002746	genemark-LCTY01000008.1-processed-gene-4.37-mRNA-1_1&gene=genemark-LCTY01000008.1-processed-gene-4.37&CDS=1-1161	YNL051W
2747	OG0002747	augustus_masked-LCTY01000008.1-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.210&CDS=1-399	YCR028C-A
2748	OG0002748	augustus_masked-LCTY01000008.1-processed-gene-4.240-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.240&CDS=1-1278	YKL178C
2749	OG0002749	augustus_masked-LCTY01000008.1-processed-gene-4.241-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.241&CDS=1-522	YPL047W
2750	OG0002750	augustus_masked-LCTY01000008.1-processed-gene-4.211-mRNA-1_1&gene=augustus_masked-LCTY01000008.1-processed-gene-4.211&CDS=1-1377	YPL083C
2751	OG0002751	augustus_masked-LCTY01000009.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.54&CDS=1-1185	YGR234W
2752	OG0002752	maker-LCTY01000009.1-augustus-gene-0.6-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-0.6&CDS=1-666	YCR020C
2753	OG0002753	maker-LCTY01000009.1-snap-gene-0.4-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-0.4&CDS=1-1716	YMR155W
2754	OG0002754	augustus_masked-LCTY01000009.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.59&CDS=1-3822	YDR335W
2755	OG0002755	augustus_masked-LCTY01000009.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.42&CDS=1-1485	YDR316W
2756	OG0002756	augustus_masked-LCTY01000009.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.47&CDS=1-1341	YDL090C
2757	OG0002757	augustus_masked-LCTY01000009.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.60&CDS=1-1788	YDL091C
2758	OG0002758	genemark-LCTY01000009.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LCTY01000009.1-processed-gene-0.34&CDS=1-756	YPL199C
2759	OG0002759	augustus_masked-LCTY01000009.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-0.62&CDS=1-447	YPL225W
2760	OG0002760	snap_masked-LCTY01000009.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-1.83&CDS=1-4686	YMR176W
2761	OG0002761	augustus_masked-LCTY01000009.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.64&CDS=1-672	YER063W
2762	OG0002762	augustus_masked-LCTY01000009.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.48&CDS=1-549	YJR014W
2763	OG0002763	augustus_masked-LCTY01000009.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.49&CDS=1-1245	YPR140W
2764	OG0002764	augustus_masked-LCTY01000009.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.65&CDS=1-2106	YPR141C
2765	OG0002765	maker-LCTY01000009.1-snap-gene-1.2-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-1.2&CDS=1-3345	YLR051C
2766	OG0002766	augustus_masked-LCTY01000009.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.68&CDS=1-1197	YGR223C
2767	OG0002767	augustus_masked-LCTY01000009.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.53&CDS=1-4680	YCR081W
2768	OG0002768	augustus_masked-LCTY01000009.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.70&CDS=1-618	YFL005W
2769	OG0002769	augustus_masked-LCTY01000009.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.55&CDS=1-1773	YLR060W
2770	OG0002770	maker-LCTY01000009.1-snap-gene-1.3-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-1.3&CDS=1-3387	YFL034W
2771	OG0002771	augustus_masked-LCTY01000009.1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.73&CDS=1-1905	YNR006W
2772	OG0002772	maker-LCTY01000009.1-snap-gene-1.5-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-1.5&CDS=1-2418	YJL093C
2773	OG0002773	augustus_masked-LCTY01000009.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.59&CDS=1-4068	YOL075C
2774	OG0002774	augustus_masked-LCTY01000009.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.60&CDS=1-1923	YHR188C
2775	OG0002775	augustus_masked-LCTY01000009.1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.77&CDS=1-2610	YGR188C
2776	OG0002776	augustus_masked-LCTY01000009.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.78&CDS=1-2121	YER017C
2777	OG0002777	augustus_masked-LCTY01000009.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.79&CDS=1-1149	YER016W
2778	OG0002778	augustus_masked-LCTY01000009.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.61&CDS=1-1440	YOR123C
2779	OG0002779	augustus_masked-LCTY01000009.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.62&CDS=1-378	YOR122C
2780	OG0002780	augustus_masked-LCTY01000009.1-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-1.81&CDS=1-1083	YDR372C
2781	OG0002781	augustus_masked-LCTY01000009.1-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.3&CDS=1-3957	YOR124C
2782	OG0002782	augustus_masked-LCTY01000009.1-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.1&CDS=1-1545	YDR375C
2783	OG0002783	maker-LCTY01000009.1-augustus-gene-2.89-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-2.89&CDS=1-1530	YDR367W
2784	OG0002784	augustus_masked-LCTY01000009.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.4&CDS=1-1470	YOR119C
2785	OG0002785	augustus_masked-LCTY01000009.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.21&CDS=1-1827	YOR118W
2786	OG0002786	augustus_masked-LCTY01000009.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.5&CDS=1-1983	YDR365C
2787	OG0002787	maker-LCTY01000009.1-augustus-gene-2.88-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-2.88&CDS=1-1953	YHR111W
2788	OG0002788	augustus_masked-LCTY01000009.1-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.22&CDS=1-1794	YDR362C
2789	OG0002789	augustus_masked-LCTY01000009.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.23&CDS=1-1128	YHR112C
2790	OG0002790	augustus_masked-LCTY01000009.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.7&CDS=1-2838	YML093W
2791	OG0002791	augustus_masked-LCTY01000009.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.9&CDS=1-900	YOR130C
2792	OG0002792	augustus_masked-LCTY01000009.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.10&CDS=1-330	YDR381C-A
2793	OG0002793	maker-LCTY01000009.1-augustus-gene-2.90-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-2.90&CDS=1-765	YDR381W
2794	OG0002794	augustus_masked-LCTY01000009.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.12&CDS=1-3348	YDR060W
2795	OG0002795	snap_masked-LCTY01000009.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-2.73&CDS=1-2316	YBR083W
2796	OG0002796	snap_masked-LCTY01000009.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-2.58&CDS=1-4707	YPR184W
2797	OG0002797	augustus_masked-LCTY01000009.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.15&CDS=1-720	YPL129W
2798	OG0002798	augustus_masked-LCTY01000009.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.32&CDS=1-1272	YOR212W
2799	OG0002799	augustus_masked-LCTY01000009.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.33&CDS=1-3369	YMR288W
2800	OG0002800	augustus_masked-LCTY01000009.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.16&CDS=1-936	YMR200W
2801	OG0002801	augustus_masked-LCTY01000009.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.34&CDS=1-1362	YML126C
2802	OG0002802	maker-LCTY01000009.1-augustus-gene-2.91-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-2.91&CDS=1-2757	YGR261C
2803	OG0002803	augustus_masked-LCTY01000009.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.17&CDS=1-1209	YGR202C
2804	OG0002804	augustus_masked-LCTY01000009.1-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.18&CDS=1-453	YGR203W
2805	OG0002805	augustus_masked-LCTY01000009.1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-2.38&CDS=1-3375	YGR258C
2806	OG0002806	genemark-LCTY01000009.1-processed-gene-3.9-mRNA-1_1&gene=genemark-LCTY01000009.1-processed-gene-3.9&CDS=1-924	YHR187W
2807	OG0002807	augustus_masked-LCTY01000009.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.50&CDS=1-1251	YLL006W
2808	OG0002808	augustus_masked-LCTY01000009.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.51&CDS=1-2160	YJL012C
2809	OG0002809	augustus_masked-LCTY01000009.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.52&CDS=1-822	YPL196W
2810	OG0002810	maker-LCTY01000009.1-snap-gene-3.4-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-3.4&CDS=1-5229	YGL078C
2811	OG0002811	augustus_masked-LCTY01000009.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.55&CDS=1-444	YOR104W
2812	OG0002812	augustus_masked-LCTY01000009.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.68&CDS=1-5673	YLR024C
2813	OG0002813	augustus_masked-LCTY01000009.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.56&CDS=1-5718	YGR184C
2814	OG0002814	augustus_masked-LCTY01000009.1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.57&CDS=1-210	YGR183C
2815	OG0002815	maker-LCTY01000009.1-snap-gene-3.5-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-3.5&CDS=1-2934	YGR187C
2816	OG0002816	augustus_masked-LCTY01000009.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.58&CDS=1-1509	YCR098C
2817	OG0002817	snap_masked-LCTY01000009.1-processed-gene-3.111-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-3.111&CDS=1-543	YGR036C
2818	OG0002818	augustus_masked-LCTY01000009.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.59&CDS=1-3315	YGR099W
2819	OG0002819	augustus_masked-LCTY01000009.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.72&CDS=1-4113	YDR301W
2820	OG0002820	maker-LCTY01000009.1-augustus-gene-3.2-mRNA-1_1&gene=maker-LCTY01000009.1-augustus-gene-3.2&CDS=1-279	YFR049W
2821	OG0002821	augustus_masked-LCTY01000009.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.61&CDS=1-825	YFR050C
2822	OG0002822	augustus_masked-LCTY01000009.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.74&CDS=1-1173	YGL248W
2823	OG0002823	genemark-LCTY01000009.1-processed-gene-3.38-mRNA-1_1&gene=genemark-LCTY01000009.1-processed-gene-3.38&CDS=1-1254	YMR208W
2824	OG0002824	augustus_masked-LCTY01000009.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.65&CDS=1-1362	YOR272W
2825	OG0002825	augustus_masked-LCTY01000009.1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.76&CDS=1-1584	YMR217W
2826	OG0002826	augustus_masked-LCTY01000009.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.66&CDS=1-621	YJR057W
2827	OG0002827	snap_masked-LCTY01000009.1-processed-gene-3.119-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-3.119&CDS=1-963	YKL019W
2828	OG0002828	augustus_masked-LCTY01000009.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.79&CDS=1-1287	YNL097C
2829	OG0002829	augustus_masked-LCTY01000009.1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.80&CDS=1-627	YJR073C
2830	OG0002830	augustus_masked-LCTY01000009.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-3.81&CDS=1-1317	YJR076C
2831	OG0002831	augustus_masked-LCTY01000009.1-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.116&CDS=1-6897	YJL130C
2832	OG0002832	augustus_masked-LCTY01000009.1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.142&CDS=1-1485	YFL022C
2833	OG0002833	augustus_masked-LCTY01000009.1-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.144&CDS=1-2046	YDR479C
2834	OG0002834	snap_masked-LCTY01000009.1-processed-gene-4.90-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.90&CDS=1-1935	YDR477W
2835	OG0002835	augustus_masked-LCTY01000009.1-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.146&CDS=1-1725	YOR027W
2836	OG0002836	augustus_masked-LCTY01000009.1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.120&CDS=1-1677	YDR257C
2837	OG0002837	snap_masked-LCTY01000009.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.95&CDS=1-3654	YGR233C
2838	OG0002838	augustus_masked-LCTY01000009.1-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.152&CDS=1-1170	YOR025W
2839	OG0002839	augustus_masked-LCTY01000009.1-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.122&CDS=1-1818	YDR091C
2840	OG0002840	augustus_masked-LCTY01000009.1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.123&CDS=1-1722	YLL018C
2841	OG0002841	augustus_masked-LCTY01000009.1-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.124&CDS=1-2409	YML035C
2842	OG0002842	snap_masked-LCTY01000009.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.99&CDS=1-1074	YDR459C
2843	OG0002843	augustus_masked-LCTY01000009.1-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.154&CDS=1-582	YML036W
2844	OG0002844	augustus_masked-LCTY01000009.1-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.155&CDS=1-444	YDR462W
2845	OG0002845	augustus_masked-LCTY01000009.1-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.156&CDS=1-1044	YCR019W
2846	OG0002846	maker-LCTY01000009.1-snap-gene-4.58-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-4.58&CDS=1-1596	YOR216C
2847	OG0002847	genemark-LCTY01000009.1-processed-gene-4.13-mRNA-1_1&gene=genemark-LCTY01000009.1-processed-gene-4.13&CDS=1-1236	YLR459W
2848	OG0002848	augustus_masked-LCTY01000009.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.158&CDS=1-2043	YPR179C
2849	OG0002849	augustus_masked-LCTY01000009.1-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.131&CDS=1-1059	YPR180W
2850	OG0002850	augustus_masked-LCTY01000009.1-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.159&CDS=1-1314	YPR178W
2851	OG0002851	augustus_masked-LCTY01000009.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.132&CDS=1-1632	YER065C
2852	OG0002852	augustus_masked-LCTY01000009.1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.133&CDS=1-2640	YMR066W
2853	OG0002853	augustus_masked-LCTY01000009.1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.134&CDS=1-3417	YPL226W
2854	OG0002854	augustus_masked-LCTY01000009.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.160&CDS=1-2589	YJL062W
2855	OG0002855	snap_masked-LCTY01000009.1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.80&CDS=1-342	YBR269C
2856	OG0002856	augustus_masked-LCTY01000009.1-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.161&CDS=1-2265	YJL061W
2857	OG0002857	augustus_masked-LCTY01000009.1-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.163&CDS=1-1674	YML130C
2858	OG0002858	maker-LCTY01000009.1-snap-gene-4.59-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-4.59&CDS=1-3378	YML099C
2859	OG0002859	augustus_masked-LCTY01000009.1-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.165&CDS=1-408	YML098W
2860	OG0002860	snap_masked-LCTY01000009.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.112&CDS=1-2460	YGL083W
2861	OG0002861	augustus_masked-LCTY01000009.1-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.138&CDS=1-858	YER053C
2862	OG0002862	augustus_masked-LCTY01000009.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.139&CDS=1-597	YOR215C
2863	OG0002863	augustus_masked-LCTY01000009.1-processed-gene-4.168-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.168&CDS=1-696	YPR143W
2864	OG0002864	augustus_masked-LCTY01000009.1-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.140&CDS=1-828	YEL009C
2865	OG0002865	augustus_masked-LCTY01000010.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.76&CDS=1-783	YOR278W
2866	OG0002866	augustus_masked-LCTY01000010.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.93&CDS=1-3438	YMR218C
2867	OG0002867	augustus_masked-LCTY01000010.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.94&CDS=1-330	YKL160W
2868	OG0002868	augustus_masked-LCTY01000010.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.78&CDS=1-1137	YHR052W
2869	OG0002869	augustus_masked-LCTY01000010.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.83&CDS=1-1335	YMR014W
2870	OG0002870	augustus_masked-LCTY01000010.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.85&CDS=1-1647	YER168C
2871	OG0002871	augustus_masked-LCTY01000010.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.97&CDS=1-2421	YKL056C
2872	OG0002872	augustus_masked-LCTY01000010.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.99&CDS=1-1221	YLR340W
2873	OG0002873	augustus_masked-LCTY01000010.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.100&CDS=1-2706	YLR336C
2874	OG0002874	augustus_masked-LCTY01000010.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.87&CDS=1-1077	YGR028W
2875	OG0002875	augustus_masked-LCTY01000010.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.102&CDS=1-1308	YGR210C
2876	OG0002876	augustus_masked-LCTY01000010.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.103&CDS=1-2151	YKL022C
2877	OG0002877	augustus_masked-LCTY01000010.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.90&CDS=1-1119	YIR034C
2878	OG0002878	augustus_masked-LCTY01000010.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.104&CDS=1-1272	YKL021C
2879	OG0002879	snap_masked-LCTY01000010.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-1.57&CDS=1-285	YBR268W
2880	OG0002880	augustus_masked-LCTY01000010.1-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.101&CDS=1-2199	YGL073W
2881	OG0002881	augustus_masked-LCTY01000010.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.103&CDS=1-2976	YPL195W
2882	OG0002882	augustus_masked-LCTY01000010.1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.104&CDS=1-2088	YGR145W
2883	OG0002883	augustus_masked-LCTY01000010.1-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.105&CDS=1-912	YAR015W
2884	OG0002884	augustus_masked-LCTY01000010.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.106&CDS=1-1254	YAR018C
2885	OG0002885	augustus_masked-LCTY01000010.1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.107&CDS=1-714	YDR476C
2886	OG0002886	augustus_masked-LCTY01000010.1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.109&CDS=1-1095	YFR041C
2887	OG0002887	augustus_masked-LCTY01000010.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.110&CDS=1-849	YOR362C
2888	OG0002888	genemark-LCTY01000010.1-processed-gene-1.12-mRNA-1_1&gene=genemark-LCTY01000010.1-processed-gene-1.12&CDS=1-2316	YHR178W
2889	OG0002889	augustus_masked-LCTY01000010.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.126&CDS=1-900	YHR062C
2890	OG0002890	augustus_masked-LCTY01000010.1-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.113&CDS=1-915	YNL155W
2891	OG0002891	augustus_masked-LCTY01000010.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.128&CDS=1-2805	YKL165C
2892	OG0002892	augustus_masked-LCTY01000010.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.114&CDS=1-285	YGR037C
2893	OG0002893	augustus_masked-LCTY01000010.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.129&CDS=1-504	YLR050C
2894	OG0002894	augustus_masked-LCTY01000010.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.131&CDS=1-2280	YNL216W
2895	OG0002895	augustus_masked-LCTY01000010.1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.132&CDS=1-2448	YDL234C
2896	OG0002896	augustus_masked-LCTY01000010.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.115&CDS=1-2469	YJL092W
2897	OG0002897	maker-LCTY01000010.1-snap-gene-1.44-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-1.44&CDS=1-2778	YCR072C
2898	OG0002898	augustus_masked-LCTY01000010.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.134&CDS=1-2724	YOR233W
2899	OG0002899	genemark-LCTY01000010.1-processed-gene-1.19-mRNA-1_1&gene=genemark-LCTY01000010.1-processed-gene-1.19&CDS=1-2862	YEL032W
2900	OG0002900	augustus_masked-LCTY01000010.1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.135&CDS=1-2367	YLR337C
