	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
2506	OG0002506	YLR182W	genemark-flattened_line_122-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.30&CDS=1-2112
2507	OG0002507	YLR186W	genemark-flattened_line_12-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.99&CDS=1-768
2508	OG0002508	YLR187W	genemark-flattened_line_122-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.22&CDS=1-3009
2509	OG0002509	YLR188W	genemark-flattened_line_8-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.97&CDS=1-2136
2510	OG0002510	YLR189C	genemark-flattened_line_8-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.142&CDS=1-4008
2511	OG0002511	YLR191W	genemark-flattened_line_46-processed-gene-0.192-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.192&CDS=1-1329
2512	OG0002512	YLR193C	genemark-flattened_line_16-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.163&CDS=1-543
2513	OG0002513	YLR195C	genemark-flattened_line_38-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.46&CDS=1-1380
2514	OG0002514	YLR196W	genemark-flattened_line_38-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.65&CDS=1-1740
2515	OG0002515	YLR197W	genemark-flattened_line_16-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.167&CDS=1-1524
2516	OG0002516	YLR200W	genemark-flattened_line_16-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.124&CDS=1-339
2517	OG0002517	YLR201C	genemark-flattened_line_16-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.169&CDS=1-750
2518	OG0002518	YLR203C	augustus_masked-flattened_line_10-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.45&CDS=1-1245
2519	OG0002519	YLR205C	genemark-flattened_line_16-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.123&CDS=1-855
2520	OG0002520	YLR207W	snap_masked-flattened_line_10-processed-gene-2.212-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.212&CDS=1-2601
2521	OG0002521	YLR208W	maker-flattened_line_10-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.2&CDS=1-963
2522	OG0002522	YLR209C	genemark-flattened_line_94-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.77&CDS=1-924
2523	OG0002523	YLR212C	genemark-flattened_line_26-processed-gene-1.213-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.213&CDS=1-1425
2524	OG0002524	YLR214W	genemark-flattened_line_4-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.42&CDS=1-2208
2525	OG0002525	YLR215C	genemark-flattened_line_2-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.25&CDS=1-1092
2526	OG0002526	YLR216C	genemark-flattened_line_2-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.22&CDS=1-1098
2527	OG0002527	YLR218C	genemark-flattened_line_84-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.72&CDS=1-258
2528	OG0002528	YLR220W	genemark-flattened_line_16-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.114&CDS=1-915
2529	OG0002529	YLR222C	augustus_masked-flattened_line_70-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.172&CDS=1-4209
2530	OG0002530	YLR223C	maker-flattened_line_70-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.127&CDS=1-2238
2531	OG0002531	YLR229C	augustus_masked-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.24&CDS=1-573
2532	OG0002532	YLR231C	genemark-flattened_line_12-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.59&CDS=1-1302
2533	OG0002533	YLR234W	genemark-flattened_line_32-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.152&CDS=1-1905
2534	OG0002534	YLR239C	genemark-flattened_line_32-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.118&CDS=1-861
2535	OG0002535	YLR241W	genemark-flattened_line_32-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.116&CDS=1-2481
2536	OG0002536	YLR242C	genemark-flattened_line_32-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.151&CDS=1-1305
2537	OG0002537	YLR243W	genemark-flattened_line_68-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.115&CDS=1-852
2538	OG0002538	YLR244C	genemark-flattened_line_68-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.117&CDS=1-1116
2539	OG0002539	YLR245C	genemark-flattened_line_32-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.147&CDS=1-450
2540	OG0002540	YLR246W	genemark-flattened_line_32-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.107&CDS=1-1047
2541	OG0002541	YLR251W	maker-flattened_line_6-augustus-gene-2.205-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.205&CDS=1-621
2542	OG0002542	YLR253W	genemark-flattened_line_64-processed-gene-0.222-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.222&CDS=1-1779
2543	OG0002543	YLR259C	genemark-flattened_line_36-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.97&CDS=1-1719
2544	OG0002544	YLR262C	genemark-flattened_line_76-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.92&CDS=1-627
2545	OG0002545	YLR262C-A	genemark-flattened_line_76-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.91&CDS=1-192
2546	OG0002546	YLR268W	genemark-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.24&CDS=1-636
2547	OG0002547	YLR272C	genemark-flattened_line_132-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.12&CDS=1-3390
2548	OG0002548	YLR274W	genemark-flattened_line_50-processed-gene-0.222-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.222&CDS=1-2172
2549	OG0002549	YLR276C	genemark-flattened_line_4-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.9&CDS=1-1710
2550	OG0002550	YLR277C	genemark-flattened_line_6-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.9&CDS=1-2199
2551	OG0002551	YLR281C	genemark-flattened_line_26-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.86&CDS=1-372
2552	OG0002552	YLR283W	snap_masked-flattened_line_92-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.65&CDS=1-1038
2553	OG0002553	YLR285W	maker-flattened_line_14-augustus-gene-1.168-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.168&CDS=1-762
2554	OG0002554	YLR286C	snap_masked-flattened_line_14-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.92&CDS=1-1821
2555	OG0002555	YLR287C	genemark-flattened_line_76-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.126&CDS=1-1155
2556	OG0002556	YLR289W	maker-flattened_line_92-augustus-gene-0.53-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.53&CDS=1-2247
2557	OG0002557	YLR290C	genemark-flattened_line_106-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.15&CDS=1-807
2558	OG0002558	YLR291C	genemark-flattened_line_48-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.28&CDS=1-1074
2559	OG0002559	YLR292C	genemark-flattened_line_36-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.112&CDS=1-603
2560	OG0002560	YLR295C	genemark-flattened_line_36-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.83&CDS=1-348
2561	OG0002561	YLR298C	genemark-flattened_line_36-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.81&CDS=1-372
2562	OG0002562	YLR301W	genemark-flattened_line_36-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.80&CDS=1-783
2563	OG0002563	YLR303W	genemark-flattened_line_42-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.189&CDS=1-1326
2564	OG0002564	YLR304C	maker-flattened_line_86-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.139&CDS=1-4431
2565	OG0002565	YLR305C	genemark-flattened_line_86-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.107&CDS=1-5667
2566	OG0002566	YLR306W	genemark-flattened_line_2-processed-gene-4.157-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.157&CDS=1-531
2567	OG0002567	YLR308W	genemark-flattened_line_2-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.63&CDS=1-954
2568	OG0002568	YLR309C	genemark-flattened_line_26-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.150&CDS=1-3483
2569	OG0002569	YLR312W-A	genemark-flattened_line_16-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.130&CDS=1-687
2570	OG0002570	YLR314C	genemark-flattened_line_16-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.112&CDS=1-1392
2571	OG0002571	YLR316C	genemark-flattened_line_14-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.68&CDS=1-978
2572	OG0002572	YLR318W	augustus_masked-flattened_line_14-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.35&CDS=1-2967
2573	OG0002573	YLR319C	genemark-flattened_line_14-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.67&CDS=1-2070
2574	OG0002574	YLR321C	genemark-flattened_line_44-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.27&CDS=1-1143
2575	OG0002575	YLR323C	genemark-flattened_line_60-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.213&CDS=1-558
2576	OG0002576	YLR324W	genemark-flattened_line_60-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.170&CDS=1-1635
2577	OG0002577	YLR325C	augustus_masked-flattened_line_60-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.2&CDS=1-234
2578	OG0002578	YLR326W	genemark-flattened_line_72-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.130&CDS=1-660
2579	OG0002579	YLR330W	maker-flattened_line_52-snap-gene-0.156-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.156&CDS=1-2259
2580	OG0002580	YLR336C	genemark-flattened_line_30-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.96&CDS=1-3387
2581	OG0002581	YLR337C	genemark-flattened_line_74-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.213&CDS=1-2115
2582	OG0002582	YLR340W	genemark-flattened_line_30-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.97&CDS=1-930
2583	OG0002583	YLR342W	augustus_masked-flattened_line_68-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.12&CDS=1-5676
2584	OG0002584	YLR345W	genemark-flattened_line_38-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.47&CDS=1-1542
2585	OG0002585	YLR347C	genemark-flattened_line_32-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.108&CDS=1-2604
2586	OG0002586	YLR348C	genemark-flattened_line_50-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.182&CDS=1-867
2587	OG0002587	YLR351C	maker-flattened_line_60-snap-gene-0.253-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.253&CDS=1-966
2588	OG0002588	YLR352W	genemark-flattened_line_50-processed-gene-0.191-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.191&CDS=1-1686
2589	OG0002589	YLR359W	genemark-flattened_line_50-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.219&CDS=1-1443
2590	OG0002590	YLR361C	genemark-flattened_line_48-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.15&CDS=1-1782
2591	OG0002591	YLR362W	maker-flattened_line_48-augustus-gene-0.241-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.241&CDS=1-2127
2592	OG0002592	YLR363C	genemark-flattened_line_120-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.25&CDS=1-990
2593	OG0002593	YLR364W	genemark-flattened_line_26-processed-gene-1.189-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.189&CDS=1-315
2594	OG0002594	YLR370C	genemark-flattened_line_6-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.156&CDS=1-528
2595	OG0002595	YLR371W	genemark-flattened_line_6-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.110&CDS=1-4413
2596	OG0002596	YLR372W	genemark-flattened_line_66-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.73&CDS=1-1002
2597	OG0002597	YLR378C	maker-flattened_line_54-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.71&CDS=1-2397
2598	OG0002598	YLR380W	genemark-flattened_line_102-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.56&CDS=1-4698
2599	OG0002599	YLR382C	genemark-flattened_line_102-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.41&CDS=1-2670
2600	OG0002600	YLR384C	genemark-flattened_line_94-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.89&CDS=1-3993
2601	OG0002601	YLR386W	maker-flattened_line_54-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.84&CDS=1-3312
2602	OG0002602	YLR389C	snap_masked-flattened_line_38-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.15&CDS=1-3378
2603	OG0002603	YLR390W	augustus_masked-flattened_line_54-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.58&CDS=1-309
2604	OG0002604	YLR390W-A	genemark-flattened_line_38-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.33&CDS=1-897
2605	OG0002605	YLR393W	augustus_masked-flattened_line_54-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.19&CDS=1-915
2606	OG0002606	YLR395C	genemark-flattened_line_96-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.71&CDS=1-234
2607	OG0002607	YLR396C	augustus_masked-flattened_line_96-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.17&CDS=1-1638
2608	OG0002608	YLR397C	genemark-flattened_line_54-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.113&CDS=1-2301
2609	OG0002609	YLR398C	genemark-flattened_line_54-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.111&CDS=1-3810
2610	OG0002610	YLR399C	genemark-flattened_line_42-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.223&CDS=1-1830
2611	OG0002611	YLR401C	genemark-flattened_line_6-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.22&CDS=1-1920
2612	OG0002612	YLR403W	genemark-flattened_line_36-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.106&CDS=1-1365
2613	OG0002613	YLR405W	augustus_masked-flattened_line_6-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.87&CDS=1-1044
2614	OG0002614	YLR407W	snap_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.63&CDS=1-828
2615	OG0002615	YLR409C	genemark-flattened_line_6-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.10&CDS=1-2835
2616	OG0002616	YLR410W	augustus_masked-flattened_line_6-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.111&CDS=1-3417
2617	OG0002617	YLR412W	augustus_masked-flattened_line_6-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.110&CDS=1-843
2618	OG0002618	YLR414C	snap_masked-flattened_line_6-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.3&CDS=1-861
2619	OG0002619	YLR417W	genemark-flattened_line_4-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.33&CDS=1-2250
2620	OG0002620	YLR418C	genemark-flattened_line_28-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.58&CDS=1-1104
2621	OG0002621	YLR419W	genemark-flattened_line_6-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.53&CDS=1-4299
2622	OG0002622	YLR420W	genemark-flattened_line_114-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.24&CDS=1-1092
2623	OG0002623	YLR421C	genemark-flattened_line_114-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.36&CDS=1-420
2624	OG0002624	YLR422W	genemark-flattened_line_114-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.26&CDS=1-5682
2625	OG0002625	YLR423C	genemark-flattened_line_26-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.195&CDS=1-1332
2626	OG0002626	YLR424W	snap_masked-flattened_line_28-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.124&CDS=1-2286
2627	OG0002627	YLR427W	genemark-flattened_line_42-processed-gene-0.204-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.204&CDS=1-2055
2628	OG0002628	YLR429W	genemark-flattened_line_42-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.169&CDS=1-1878
2629	OG0002629	YLR430W	genemark-flattened_line_114-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.23&CDS=1-6231
2630	OG0002630	YLR435W	genemark-flattened_line_92-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.116&CDS=1-630
2631	OG0002631	YLR438C-A	genemark-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.25&CDS=1-279
2632	OG0002632	YLR438W	genemark-flattened_line_92-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.117&CDS=1-1302
2633	OG0002633	YLR439W	genemark-flattened_line_26-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.65&CDS=1-912
2634	OG0002634	YLR441C	genemark-flattened_line_151-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.9&CDS=1-768
2635	OG0002635	YLR443W	genemark-flattened_line_92-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.111&CDS=1-1575
2636	OG0002636	YLR445W	genemark-flattened_line_36-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.126&CDS=1-609
2637	OG0002637	YLR447C	genemark-flattened_line_20-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.82&CDS=1-1035
2638	OG0002638	YLR449W	genemark-flattened_line_20-processed-gene-1.205-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.205&CDS=1-1284
2639	OG0002639	YLR451W	genemark-flattened_line_44-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.38&CDS=1-3156
2640	OG0002640	YLR452C	augustus_masked-flattened_line_44-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.243&CDS=1-2220
2641	OG0002641	YLR454W	augustus_masked-flattened_line_4-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.104&CDS=1-7833
2642	OG0002642	YLR459W	genemark-flattened_line_30-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.107&CDS=1-1191
2643	OG0002643	YML001W	genemark-flattened_line_80-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.145&CDS=1-621
2644	OG0002644	YML002W	genemark-flattened_line_20-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.59&CDS=1-3936
2645	OG0002645	YML004C	genemark-flattened_line_60-processed-gene-0.236-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.236&CDS=1-948
2646	OG0002646	YML007W	genemark-flattened_line_110-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.41&CDS=1-1500
2647	OG0002647	YML008C	genemark-flattened_line_16-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.91&CDS=1-1122
2648	OG0002648	YML009C	augustus_masked-flattened_line_52-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.217&CDS=1-231
2649	OG0002649	YML011C	genemark-flattened_line_52-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.98&CDS=1-564
2650	OG0002650	YML012W	maker-flattened_line_52-augustus-gene-0.236-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.236&CDS=1-3675
2651	OG0002651	YML013W	genemark-flattened_line_8-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.126&CDS=1-1785
2652	OG0002652	YML014W	genemark-flattened_line_4-processed-gene-3.156-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.156&CDS=1-867
2653	OG0002653	YML015C	genemark-flattened_line_42-processed-gene-0.221-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.221&CDS=1-1125
2654	OG0002654	YML016C	genemark-flattened_line_4-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.114&CDS=1-1788
2655	OG0002655	YML017W	genemark-flattened_line_8-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.70&CDS=1-2085
2656	OG0002656	YML018C	genemark-flattened_line_24-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.101&CDS=1-1104
2657	OG0002657	YML019W	snap_masked-flattened_line_24-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.64&CDS=1-1038
2658	OG0002658	YML020W	genemark-flattened_line_34-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.97&CDS=1-1947
2659	OG0002659	YML025C	genemark-flattened_line_80-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.113&CDS=1-852
2660	OG0002660	YML030W	genemark-flattened_line_26-processed-gene-1.194-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.194&CDS=1-453
2661	OG0002661	YML031W	genemark-flattened_line_26-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.154&CDS=1-1896
2662	OG0002662	YML032C	genemark-flattened_line_26-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.183&CDS=1-1335
2663	OG0002663	YML035C	genemark-flattened_line_30-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.92&CDS=1-2472
2664	OG0002664	YML036W	genemark-flattened_line_30-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.123&CDS=1-549
2665	OG0002665	YML042W	genemark-flattened_line_12-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.76&CDS=1-1887
2666	OG0002666	YML043C	augustus_masked-flattened_line_76-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.54&CDS=1-1638
2667	OG0002667	YML046W	genemark-flattened_line_82-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.159&CDS=1-2037
2668	OG0002668	YML049C	genemark-flattened_line_40-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.114&CDS=1-3690
2669	OG0002669	YML050W	genemark-flattened_line_82-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.158&CDS=1-948
2670	OG0002670	YML052W	genemark-flattened_line_24-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.94&CDS=1-837
2671	OG0002671	YML054C	genemark-flattened_line_30-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.102&CDS=1-1692
2672	OG0002672	YML055W	genemark-flattened_line_42-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.170&CDS=1-531
2673	OG0002673	YML056C	genemark-flattened_line_151-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.8&CDS=1-1569
2674	OG0002674	YML059C	genemark-flattened_line_6-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.8&CDS=1-4542
2675	OG0002675	YML060W	genemark-flattened_line_130-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.31&CDS=1-1116
2676	OG0002676	YML061C	augustus_masked-flattened_line_24-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.147&CDS=1-3036
2677	OG0002677	YML064C	genemark-flattened_line_92-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.110&CDS=1-597
2678	OG0002678	YML065W	genemark-flattened_line_92-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.135&CDS=1-2496
2679	OG0002679	YML066C	snap_masked-flattened_line_92-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.59&CDS=1-1521
