	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
3246	OG0003246	YNL123W	genemark-scf7180000055662-processed-gene-4.2-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.2&CDS=1-2970
3247	OG0003247	YNL124W	genemark-scf7180000055662-processed-gene-4.3-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.3&CDS=1-1476
3248	OG0003248	YNL125C	maker-scf7180000055662-snap-gene-4.299-mRNA-1_1&gene=maker-scf7180000055662-snap-gene-4.299&CDS=1-3558
3249	OG0003249	YNL127W	augustus_masked-scf7180000055662-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.105&CDS=1-5202
3250	OG0003250	YNL129W	genemark-scf7180000055662-processed-gene-4.55-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.55&CDS=1-723
3251	OG0003251	YNL130C	augustus_masked-scf7180000055662-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.107&CDS=1-1176
3252	OG0003252	YNL131W	genemark-scf7180000055662-processed-gene-4.56-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.56&CDS=1-471
3253	OG0003253	YNL132W	genemark-scf7180000055662-processed-gene-4.57-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.57&CDS=1-3174
3254	OG0003254	YNL133C	genemark-scf7180000055668-processed-gene-1.53-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.53&CDS=1-483
3255	OG0003255	YNL135C	genemark-scf7180000055662-processed-gene-4.9-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.9&CDS=1-342
3256	OG0003256	YNL136W	augustus_masked-scf7180000055662-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.147&CDS=1-1026
3257	OG0003257	YNL137C	genemark-scf7180000055662-processed-gene-4.10-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.10&CDS=1-1449
3258	OG0003258	YNL138W	genemark-scf7180000055662-processed-gene-4.60-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.60&CDS=1-1599
3259	OG0003259	YNL138W-A	maker-scf7180000055662-augustus-gene-4.291-mRNA-1_1&gene=maker-scf7180000055662-augustus-gene-4.291&CDS=1-261
3260	OG0003260	YNL139C	maker-scf7180000055662-augustus-gene-4.286-mRNA-1_1&gene=maker-scf7180000055662-augustus-gene-4.286&CDS=1-6231
3261	OG0003261	YNL141W	genemark-scf7180000055570-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000055570-processed-gene-0.59&CDS=1-1044
3262	OG0003262	YNL142W	genemark-scf7180000055570-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000055570-processed-gene-0.45&CDS=1-1494
3263	OG0003263	YNL147W	genemark-scf7180000055668-processed-gene-1.55-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.55&CDS=1-357
3264	OG0003264	YNL148C	augustus_masked-scf7180000055668-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-scf7180000055668-processed-gene-1.184&CDS=1-747
3265	OG0003265	YNL151C	genemark-scf7180000055662-processed-gene-4.62-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.62&CDS=1-705
3266	OG0003266	YNL153C	genemark-scf7180000055570-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000055570-processed-gene-0.58&CDS=1-387
3267	OG0003267	YNL156C	genemark-scf7180000055592-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000055592-processed-gene-0.154&CDS=1-756
3268	OG0003268	YNL161W	maker-scf7180000055650-augustus-gene-1.138-mRNA-1_1&gene=maker-scf7180000055650-augustus-gene-1.138&CDS=1-2550
3269	OG0003269	YNL162W-A	augustus_masked-scf7180000055650-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-scf7180000055650-processed-gene-1.82&CDS=1-255
3270	OG0003270	YNL163C	genemark-scf7180000055650-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.52&CDS=1-3345
3271	OG0003271	YNL164C	genemark-scf7180000055650-processed-gene-1.51-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.51&CDS=1-1221
3272	OG0003272	YNL166C	snap_masked-scf7180000055650-processed-gene-1.199-mRNA-1_1&gene=snap_masked-scf7180000055650-processed-gene-1.199&CDS=1-1503
3273	OG0003273	YNL167C	genemark-scf7180000055650-processed-gene-1.49-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.49&CDS=1-1455
3274	OG0003274	YNL169C	maker-scf7180000055650-augustus-gene-1.144-mRNA-1_1&gene=maker-scf7180000055650-augustus-gene-1.144&CDS=1-2166
3275	OG0003275	YNL172W	genemark-scf7180000055650-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.10&CDS=1-5325
3276	OG0003276	YNL175C	genemark-scf7180000055650-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.45&CDS=1-1221
3277	OG0003277	YNL176C	augustus_masked-scf7180000055650-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-scf7180000055650-processed-gene-1.108&CDS=1-555
3278	OG0003278	YNL177C	genemark-scf7180000055650-processed-gene-1.42-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.42&CDS=1-891
3279	OG0003279	YNL178W	genemark-scf7180000055650-processed-gene-1.8-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.8&CDS=1-729
3280	OG0003280	YNL180C	genemark-scf7180000055650-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.41&CDS=1-780
3281	OG0003281	YNL181W	genemark-scf7180000055650-processed-gene-1.7-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.7&CDS=1-1200
3282	OG0003282	YNL182C	genemark-scf7180000055650-processed-gene-1.40-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.40&CDS=1-1587
3283	OG0003283	YNL183C	genemark-scf7180000055650-processed-gene-1.39-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.39&CDS=1-2385
3284	OG0003284	YNL185C	genemark-scf7180000055650-processed-gene-1.38-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.38&CDS=1-447
3285	OG0003285	YNL186W	genemark-scf7180000055650-processed-gene-1.6-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.6&CDS=1-2310
3286	OG0003286	YNL188W	augustus_masked-scf7180000055650-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scf7180000055650-processed-gene-1.74&CDS=1-1092
3287	OG0003287	YNL192W	genemark-scf7180000055579-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.56&CDS=1-4395
3288	OG0003288	YNL193W	snap_masked-scf7180000055579-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000055579-processed-gene-0.97&CDS=1-1467
3289	OG0003289	YNL195C	snap_masked-scf7180000055579-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000055579-processed-gene-0.117&CDS=1-711
3290	OG0003290	YNL199C	genemark-scf7180000055579-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.71&CDS=1-1596
3291	OG0003291	YNL200C	genemark-scf7180000055579-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.70&CDS=1-732
3292	OG0003292	YNL201C	genemark-scf7180000055579-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.69&CDS=1-2526
3293	OG0003293	YNL202W	genemark-scf7180000055579-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.54&CDS=1-879
3294	OG0003294	YNL206C	genemark-scf7180000055579-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.68&CDS=1-1362
3295	OG0003295	YNL207W	maker-scf7180000055579-augustus-gene-0.120-mRNA-1_1&gene=maker-scf7180000055579-augustus-gene-0.120&CDS=1-1926
3296	OG0003296	YNL210W	snap_masked-scf7180000055579-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000055579-processed-gene-0.91&CDS=1-870
3297	OG0003297	YNL212W	genemark-scf7180000055579-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.49&CDS=1-2397
3298	OG0003298	YNL213C	genemark-scf7180000055579-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.67&CDS=1-654
3299	OG0003299	YNL214W	genemark-scf7180000055579-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.48&CDS=1-345
3300	OG0003300	YNL215W	snap_masked-scf7180000055546-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000055546-processed-gene-0.27&CDS=1-855
3301	OG0003301	YNL216W	genemark-scf7180000055579-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.46&CDS=1-2340
3302	OG0003302	YNL217W	genemark-scf7180000055579-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.45&CDS=1-864
3303	OG0003303	YNL218W	genemark-scf7180000055579-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.44&CDS=1-1689
3304	OG0003304	YNL219C	genemark-scf7180000055579-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.66&CDS=1-1695
3305	OG0003305	YNL220W	genemark-scf7180000055546-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000055546-processed-gene-0.11&CDS=1-1287
3306	OG0003306	YNL221C	genemark-scf7180000055579-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.65&CDS=1-2580
3307	OG0003307	YNL222W	genemark-scf7180000055579-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.43&CDS=1-621
3308	OG0003308	YNL223W	maker-scf7180000055579-augustus-gene-0.118-mRNA-1_1&gene=maker-scf7180000055579-augustus-gene-0.118&CDS=1-1464
3309	OG0003309	YNL224C	genemark-scf7180000055579-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.64&CDS=1-2424
3310	OG0003310	YNL227C	genemark-scf7180000055618-processed-gene-1.76-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.76&CDS=1-1992
3311	OG0003311	YNL229C	genemark-scf7180000055618-processed-gene-1.75-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.75&CDS=1-984
3312	OG0003312	YNL231C	genemark-scf7180000055618-processed-gene-1.73-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.73&CDS=1-1059
3313	OG0003313	YNL232W	genemark-scf7180000055618-processed-gene-1.56-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.56&CDS=1-813
3314	OG0003314	YNL233W	snap_masked-scf7180000055618-processed-gene-1.108-mRNA-1_1&gene=snap_masked-scf7180000055618-processed-gene-1.108&CDS=1-2817
3315	OG0003315	YNL234W	snap_masked-scf7180000055618-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scf7180000055618-processed-gene-1.107&CDS=1-1380
3316	OG0003316	YNL236W	genemark-scf7180000055618-processed-gene-1.54-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.54&CDS=1-2979
3317	OG0003317	YNL237W	genemark-scf7180000055618-processed-gene-1.53-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.53&CDS=1-1353
3318	OG0003318	YNL238W	genemark-scf7180000055618-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.52&CDS=1-2367
3319	OG0003319	YNL239W	genemark-scf7180000055618-processed-gene-1.51-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.51&CDS=1-1395
3320	OG0003320	YNL240C	augustus_masked-scf7180000055618-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-1.26&CDS=1-1248
3321	OG0003321	YNL242W	genemark-scf7180000055618-processed-gene-1.49-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.49&CDS=1-4917
3322	OG0003322	YNL243W	genemark-scf7180000055618-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.48&CDS=1-2808
3323	OG0003323	YNL244C	genemark-scf7180000055618-processed-gene-1.69-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.69&CDS=1-324
3324	OG0003324	YNL245C	augustus_masked-scf7180000055618-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-1.23&CDS=1-468
3325	OG0003325	YNL246W	genemark-scf7180000055618-processed-gene-1.47-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.47&CDS=1-798
3326	OG0003326	YNL247W	maker-scf7180000055618-augustus-gene-1.85-mRNA-1_1&gene=maker-scf7180000055618-augustus-gene-1.85&CDS=1-2229
3327	OG0003327	YNL248C	genemark-scf7180000055618-processed-gene-1.67-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.67&CDS=1-1227
3328	OG0003328	YNL250W	genemark-scf7180000055618-processed-gene-1.44-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.44&CDS=1-3915
3329	OG0003329	YNL253W	genemark-scf7180000055618-processed-gene-1.43-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.43&CDS=1-1401
3330	OG0003330	YNL254C	genemark-scf7180000055618-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.63&CDS=1-966
3331	OG0003331	YNL255C	genemark-scf7180000055618-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.62&CDS=1-486
3332	OG0003332	YNL256W	augustus_masked-scf7180000055618-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-1.4&CDS=1-2406
3333	OG0003333	YNL257C	genemark-scf7180000055618-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.41&CDS=1-3828
3334	OG0003334	YNL258C	augustus_masked-scf7180000055618-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-1.2&CDS=1-2613
3335	OG0003335	YNL260C	augustus_masked-scf7180000055618-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-1.1&CDS=1-492
3336	OG0003336	YNL261W	genemark-scf7180000055655-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000055655-processed-gene-0.52&CDS=1-1443
3337	OG0003337	YNL262W	genemark-scf7180000055618-processed-gene-1.38-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-1.38&CDS=1-6654
3338	OG0003338	YNL263C	snap_masked-scf7180000055618-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000055618-processed-gene-0.39&CDS=1-978
3339	OG0003339	YNL264C	snap_masked-scf7180000055618-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000055618-processed-gene-0.38&CDS=1-1053
3340	OG0003340	YNL267W	genemark-scf7180000055642-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-0.73&CDS=1-3156
3341	OG0003341	YNL268W	genemark-scf7180000055642-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-0.74&CDS=1-1800
3342	OG0003342	YNL271C	maker-scf7180000055642-snap-gene-0.39-mRNA-1_1&gene=maker-scf7180000055642-snap-gene-0.39&CDS=1-5934
3343	OG0003343	YNL272C	genemark-scf7180000055642-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-0.56&CDS=1-2109
3344	OG0003344	YNL273W	augustus_masked-scf7180000055642-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000055642-processed-gene-0.27&CDS=1-3846
3345	OG0003345	YNL274C	genemark-scf7180000055642-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-0.57&CDS=1-984
3346	OG0003346	YNL275W	augustus_masked-scf7180000055642-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000055642-processed-gene-0.28&CDS=1-3231
3347	OG0003347	YNL279W	maker-scf7180000055642-augustus-gene-0.134-mRNA-1_1&gene=maker-scf7180000055642-augustus-gene-0.134&CDS=1-4875
3348	OG0003348	YNL280C	augustus_masked-scf7180000055673-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-1.60&CDS=1-1260
3349	OG0003349	YNL281W	augustus_masked-scf7180000055673-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-1.45&CDS=1-429
3350	OG0003350	YNL284C	augustus_masked-scf7180000055673-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-1.57&CDS=1-636
3351	OG0003351	YNL287W	genemark-scf7180000055645-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000055645-processed-gene-0.6&CDS=1-2808
3352	OG0003352	YNL288W	augustus_masked-scf7180000055645-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000055645-processed-gene-0.22&CDS=1-945
3353	OG0003353	YNL289W	genemark-scf7180000055639-processed-gene-2.73-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.73&CDS=1-720
3354	OG0003354	YNL290W	genemark-scf7180000055645-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000055645-processed-gene-0.4&CDS=1-1008
3355	OG0003355	YNL291C	genemark-scf7180000055645-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055645-processed-gene-0.17&CDS=1-1506
3356	OG0003356	YNL293W	augustus_masked-scf7180000055639-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.156&CDS=1-1773
3357	OG0003357	YNL294C	genemark-scf7180000055645-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000055645-processed-gene-0.16&CDS=1-1716
3358	OG0003358	YNL297C	genemark-scf7180000055645-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000055645-processed-gene-0.15&CDS=1-5334
3359	OG0003359	YNL298W	snap_masked-scf7180000055662-processed-gene-4.264-mRNA-1_1&gene=snap_masked-scf7180000055662-processed-gene-4.264&CDS=1-4194
3360	OG0003360	YNL305C	genemark-scf7180000055662-processed-gene-4.34-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.34&CDS=1-837
3361	OG0003361	YNL307C	genemark-scf7180000055639-processed-gene-2.39-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.39&CDS=1-1155
3362	OG0003362	YNL308C	genemark-scf7180000055662-processed-gene-4.35-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.35&CDS=1-1740
3363	OG0003363	YNL309W	augustus_masked-scf7180000055662-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.172&CDS=1-1251
3364	OG0003364	YNL313C	genemark-scf7180000055639-processed-gene-2.40-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.40&CDS=1-2730
3365	OG0003365	YNL315C	genemark-scf7180000055662-processed-gene-4.39-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.39&CDS=1-942
3366	OG0003366	YNL320W	augustus_masked-scf7180000055662-processed-gene-4.174-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.174&CDS=1-852
3367	OG0003367	YNL321W	genemark-scf7180000055662-processed-gene-4.90-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.90&CDS=1-2814
3368	OG0003368	YNL325C	augustus_masked-scf7180000055662-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.136&CDS=1-4137
3369	OG0003369	YNL327W	augustus_masked-scf7180000055662-processed-gene-4.176-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.176&CDS=1-2199
3370	OG0003370	YNL328C	genemark-scf7180000055662-processed-gene-4.45-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.45&CDS=1-432
3371	OG0003371	YNL330C	maker-scf7180000055662-augustus-gene-4.290-mRNA-1_1&gene=maker-scf7180000055662-augustus-gene-4.290&CDS=1-4317
3372	OG0003372	YNR003C	augustus_masked-scf7180000055609-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055609-processed-gene-0.2&CDS=1-519
3373	OG0003373	YNR004W	augustus_masked-scf7180000055599-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000055599-processed-gene-0.40&CDS=1-468
3374	OG0003374	YNR006W	genemark-scf7180000055566-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.50&CDS=1-1848
3375	OG0003375	YNR007C	genemark-scf7180000055566-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.77&CDS=1-909
3376	OG0003376	YNR008W	augustus_masked-scf7180000055566-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000055566-processed-gene-0.93&CDS=1-3261
3377	OG0003377	YNR011C	genemark-scf7180000055566-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.78&CDS=1-2742
3378	OG0003378	YNR012W	genemark-scf7180000055566-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.54&CDS=1-1497
3379	OG0003379	YNR013C	genemark-scf7180000055566-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.79&CDS=1-2634
3380	OG0003380	YNR014W	augustus_masked-scf7180000055662-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-scf7180000055662-processed-gene-4.120&CDS=1-474
3381	OG0003381	YNR015W	genemark-scf7180000055566-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.55&CDS=1-1101
3382	OG0003382	YNR016C	genemark-scf7180000055662-processed-gene-4.66-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.66&CDS=1-6660
3383	OG0003383	YNR017W	genemark-scf7180000055566-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.56&CDS=1-588
3384	OG0003384	YNR018W	genemark-scf7180000055566-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.57&CDS=1-669
3385	OG0003385	YNR019W	genemark-scf7180000055566-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.59&CDS=1-1812
3386	OG0003386	YNR020C	maker-scf7180000055566-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000055566-augustus-gene-0.41&CDS=1-744
3387	OG0003387	YNR021W	genemark-scf7180000055662-processed-gene-4.24-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.24&CDS=1-1224
3388	OG0003388	YNR022C	genemark-scf7180000055566-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.81&CDS=1-399
3389	OG0003389	YNR026C	genemark-scf7180000055566-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.82&CDS=1-1350
3390	OG0003390	YNR027W	augustus_masked-scf7180000055566-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000055566-processed-gene-0.102&CDS=1-1683
3391	OG0003391	YNR029C	genemark-scf7180000055566-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.83&CDS=1-1317
3392	OG0003392	YNR030W	genemark-scf7180000055566-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.63&CDS=1-1671
3393	OG0003393	YNR032C-A	snap_masked-scf7180000055566-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000055566-processed-gene-0.37&CDS=1-219
3394	OG0003394	YNR032W	genemark-scf7180000055566-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.64&CDS=1-1131
3395	OG0003395	YNR033W	genemark-scf7180000055566-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.65&CDS=1-3198
3396	OG0003396	YNR034W-A	augustus_masked-scf7180000055566-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000055566-processed-gene-0.106&CDS=1-300
3397	OG0003397	YNR035C	genemark-scf7180000055566-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000055566-processed-gene-0.86&CDS=1-1056
3398	OG0003398	YNR036C	maker-scf7180000055571-augustus-gene-0.18-mRNA-1_1&gene=maker-scf7180000055571-augustus-gene-0.18&CDS=1-753
3399	OG0003399	YNR038W	genemark-scf7180000055571-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.61&CDS=1-1872
3400	OG0003400	YNR039C	genemark-scf7180000055571-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.50&CDS=1-1851
3401	OG0003401	YNR040W	snap_masked-scf7180000055571-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000055571-processed-gene-0.37&CDS=1-822
3402	OG0003402	YNR041C	genemark-scf7180000055571-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.49&CDS=1-1101
3403	OG0003403	YNR043W	genemark-scf7180000055571-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.59&CDS=1-1191
3404	OG0003404	YNR045W	augustus_masked-scf7180000054660-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054660-processed-gene-0.2&CDS=1-420
3405	OG0003405	YNR046W	genemark-scf7180000055571-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.56&CDS=1-402
3406	OG0003406	YNR049C	snap_masked-scf7180000055571-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000055571-processed-gene-0.25&CDS=1-696
3407	OG0003407	YNR050C	genemark-scf7180000055571-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.46&CDS=1-1347
3408	OG0003408	YNR052C	genemark-scf7180000055571-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000055571-processed-gene-0.44&CDS=1-1359
3409	OG0003409	YNR053C	snap_masked-scf7180000055571-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000055571-processed-gene-0.21&CDS=1-2496
3410	OG0003410	YOL001W	genemark-scf7180000055639-processed-gene-1.122-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-1.122&CDS=1-1014
3411	OG0003411	YOL003C	genemark-scf7180000055668-processed-gene-1.99-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.99&CDS=1-1143
3412	OG0003412	YOL004W	genemark-scf7180000055668-processed-gene-1.58-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.58&CDS=1-4737
3413	OG0003413	YOL005C	genemark-scf7180000055668-processed-gene-1.98-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.98&CDS=1-366
3414	OG0003414	YOL006C	augustus_masked-scf7180000055673-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.42&CDS=1-2313
3415	OG0003415	YOL010W	genemark-scf7180000055574-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055574-processed-gene-0.64&CDS=1-1098
3416	OG0003416	YOL012C	genemark-scf7180000055574-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000055574-processed-gene-0.53&CDS=1-393
3417	OG0003417	YOL016C	genemark-scf7180000055545-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055545-processed-gene-0.26&CDS=1-1314
