"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"sstart2"	"send2"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"	"pdb_length"	"Coverage"	"locus"	"note"
"P53978"	""	1044	"75eb739ecba94f373ebb81b371fd5870"	"5cda24fe1a200b7b98597736"	"SWISSMODEL"	2	977	"2ix8.1.A"	-2.2467511108	0.6864148196	83.5040969849	"https://swissmodel.expasy.org/repository/uniprot/P53978.pdb?provider=swissmodel&from=2&to=977&template=2ix8.1.A&provider=swissmodel"	"2_977_2ix8.1.A_5cda24fe1a200b7b98597736"	NA	NA	"2ix8"	NA	975	0.933908045977011	"YNL014W"	NA
"P36008"	""	412	"748bad3ddb7f25ddedc1f01b7a52649c"	"5cd528533b85d17dc85fe26e"	"SWISSMODEL"	1	216	"5f8b.1.A"	-2.7659704525	0.6749960094	30.6603775024	"https://swissmodel.expasy.org/repository/uniprot/P36008.pdb?provider=swissmodel&from=1&to=216&template=5f8b.1.A&provider=swissmodel"	"1_216_5f8b.1.A_5cd528533b85d17dc85fe26e"	NA	NA	"5f8b"	NA	215	0.521844660194175	"YKL081W"	NA
"P33401"	""	570	"d97795adbc187c81c315ef0187a030c0"	"5cd72606a03a1bccaa2c02c1"	"SWISSMODEL"	5	570	"5vg7.1.A"	-1.4839501024	0.715965239	50.5434799194	"https://swissmodel.expasy.org/repository/uniprot/P33401.pdb?provider=swissmodel&from=5&to=570&template=5vg7.1.A&provider=swissmodel"	"5_570_5vg7.1.A_5cd72606a03a1bccaa2c02c1"	NA	NA	"5vg7"	NA	565	0.991228070175439	"YKL127W"	NA
"Q02784"	""	150	"ae0259cad4a5064b626f571583121700"	"5cd88d3e732c1ec84f99989e"	"SWISSMODEL"	31	141	"3gx8.1.A"	0.1243475565	0.799976974	100	"https://swissmodel.expasy.org/repository/uniprot/Q02784.pdb?provider=swissmodel&from=31&to=141&template=3gx8.1.A&provider=swissmodel"	"31_141_3gx8.1.A_5cd88d3e732c1ec84f99989e"	NA	NA	"3gx8"	NA	110	0.733333333333333	"YPL059W"	NA
"Q05543"	""	409	"ce15e7f4db1b94763fdffe23f56ef2e6"	"5cd51e2808cc8f4a1c22b527"	"SWISSMODEL"	3	133	"4hfg.1.A"	-1.6849703364	0.6955479942	30.303030014	"https://swissmodel.expasy.org/repository/uniprot/Q05543.pdb?provider=swissmodel&from=3&to=133&template=4hfg.1.A&provider=swissmodel"	"3_133_4hfg.1.A_5cd51e2808cc8f4a1c22b527"	NA	NA	"4hfg"	NA	130	0.317848410757946	"YDR289C"	NA
"Q05543"	""	409	"ce15e7f4db1b94763fdffe23f56ef2e6"	"5cd51e2808cc8f4a1c22b51f"	"SWISSMODEL"	141	246	"5m48.1.A"	-0.4717512484	0.7700581714	100	"https://swissmodel.expasy.org/repository/uniprot/Q05543.pdb?provider=swissmodel&from=141&to=246&template=5m48.1.A&provider=swissmodel"	"141_246_5m48.1.A_5cd51e2808cc8f4a1c22b51f"	NA	NA	"5m48"	NA	105	0.256723716381418	"YDR289C"	NA
"P06208"	"P06208-1"	619	"a80cfbb5153b6aa37621ae36cea5de35"	"5cd791b3d60c598d6f6cbce8"	"SWISSMODEL"	28	595	"3hpz.1.B"	-1.8171654118	0.7020955664	45.811050415	"https://swissmodel.expasy.org/repository/uniprot/P06208.pdb?provider=swissmodel&from=28&to=595&template=3hpz.1.B&provider=swissmodel"	"28_595_3hpz.1.B_5cd791b3d60c598d6f6cbce8"	NA	NA	"3hpz"	NA	567	0.915993537964459	"YNL104C"	NA
"P06208"	"P06208-1"	619	"a80cfbb5153b6aa37621ae36cea5de35"	"5cd791b3d60c598d6f6cbce4"	"SWISSMODEL"	28	595	"3hpz.1.A"	-1.8171654118	0.7020955664	45.811050415	"https://swissmodel.expasy.org/repository/uniprot/P06208.pdb?provider=swissmodel&from=28&to=595&template=3hpz.1.A&provider=swissmodel"	"28_595_3hpz.1.A_5cd791b3d60c598d6f6cbce4"	NA	NA	"3hpz"	NA	567	0.915993537964459	"YNL104C"	NA
"P06208-2"	"P06208-2"	589	"98573cd04563ecf23494892b6318fd0a"	"5cd75041a03a1b00c861b90d"	"SWISSMODEL"	1	565	"3hpz.1.B"	-1.8190078804	0.7020283126	46.057346344	"https://swissmodel.expasy.org/repository/uniprot/P06208-2.pdb?from=1&to=565&template=3hpz.1.B&provider=swissmodel"	"1_565_3hpz.1.B_5cd75041a03a1b00c861b90d"	NA	NA	"3hpz"	NA	564	0.957555178268251	"NA"	NA
"P06208-2"	"P06208-2"	589	"98573cd04563ecf23494892b6318fd0a"	"5cd75041a03a1b00c861b911"	"SWISSMODEL"	1	565	"3hpz.1.A"	-1.8190078804	0.7020283126	46.057346344	"https://swissmodel.expasy.org/repository/uniprot/P06208-2.pdb?from=1&to=565&template=3hpz.1.A&provider=swissmodel"	"1_565_3hpz.1.A_5cd75041a03a1b00c861b911"	NA	NA	"3hpz"	NA	564	0.957555178268251	"NA"	NA
"P0C2I9"	"P0C2I9-1"	1755	"a98d84b762d07e0e25f943036a11a437"	"5a7ba83e573f203744e8e809"	"SWISSMODEL"	659	827	"4bac.1.B"	-3.6600071682	0.6156012163	19.1881923676	"https://swissmodel.expasy.org/repository/uniprot/P0C2I9.pdb?provider=swissmodel&from=659&to=827&template=4bac.1.B&provider=swissmodel"	"659_827_4bac.1.B_5a7ba83e573f203744e8e809"	NA	NA	"4bac"	NA	168	0.0957264957264957	"YPR137C-B"	NA
"P43605"	""	281	"74975fa3f3218d5cdc5432b6ce2ee47c"	"5a7d568c7aaa0d273ad59939"	"SWISSMODEL"	112	269	"5n1w.1.A"	-3.2611998527	0.6230694327	25.490196228	"https://swissmodel.expasy.org/repository/uniprot/P43605.pdb?provider=swissmodel&from=112&to=269&template=5n1w.1.A&provider=swissmodel"	"112_269_5n1w.1.A_5a7d568c7aaa0d273ad59939"	NA	NA	"5n1w"	NA	157	0.558718861209964	"YFR027W"	NA
"P36103"	""	277	"1591debd3d226457199f1a03d1218a0f"	"5cd5d5688fd6f9d95435ac7a"	"SWISSMODEL"	176	208	"2oqq.1.A"	0.49368188	0.8346008964	48.4848480225	"https://swissmodel.expasy.org/repository/uniprot/P36103.pdb?provider=swissmodel&from=176&to=208&template=2oqq.1.A&provider=swissmodel"	"176_208_2oqq.1.A_5cd5d5688fd6f9d95435ac7a"	NA	NA	"2oqq"	NA	32	0.115523465703971	"YKL023W"	NA
"Q03338"	""	469	"6a49ae1c3e33e55ae83c2cabb047889e"	"5cd5fbfd1a200b39227ee6d0"	"SWISSMODEL"	35	467	"5nrl.1.N"	-2.4770528442	0.6848976945	100	"https://swissmodel.expasy.org/repository/uniprot/Q03338.pdb?provider=swissmodel&from=35&to=467&template=5nrl.1.N&provider=swissmodel"	"35_467_5nrl.1.N_5cd5fbfd1a200b39227ee6d0"	NA	NA	"5nrl"	NA	432	0.921108742004264	"YDR473C"	NA
"Q05902"	""	660	"3bb18a2bc3a8bcdc53ba7b46d0d82ced"	"5cd7dcdf8fd6f9ec10c49189"	"SWISSMODEL"	104	660	"4y23.1.A"	-3.3330962894	0.6555424307	30.078125	"https://swissmodel.expasy.org/repository/uniprot/Q05902.pdb?provider=swissmodel&from=104&to=660&template=4y23.1.A&provider=swissmodel"	"104_660_4y23.1.A_5cd7dcdf8fd6f9ec10c49189"	NA	NA	"4y23"	NA	556	0.842424242424242	"YLR299W"	NA
"Q02202"	""	377	"52311162950d5dabe8c48c32253e5a27"	"5a7c58e3afa35825fdc63e01"	"SWISSMODEL"	80	235	"1dce.1.A"	-3.7851429594	0.5861877751	18.571428299	"https://swissmodel.expasy.org/repository/uniprot/Q02202.pdb?provider=swissmodel&from=80&to=235&template=1dce.1.A&provider=swissmodel"	"80_235_1dce.1.A_5a7c58e3afa35825fdc63e01"	NA	NA	"1dce"	NA	155	0.411140583554377	"YKR004C"	NA
"Q12320"	""	285	"dbdb42446f21712c49019366ff77f6f1"	"5cd5b18b9ffd123c1ab4d748"	"SWISSMODEL"	11	285	"1qh5.1.A"	-2.5438067136	0.6719475666	32.7999992371	"https://swissmodel.expasy.org/repository/uniprot/Q12320.pdb?provider=swissmodel&from=11&to=285&template=1qh5.1.A&provider=swissmodel"	"11_285_1qh5.1.A_5cd5b18b9ffd123c1ab4d748"	NA	NA	"1qh5"	NA	274	0.96140350877193	"YOR040W"	NA
"P32796"	"P32796-1"	670	"c56ec57d0423b2b4462e2e1c236e7f33"	"5cd7f0e3d60c593645735e94"	"SWISSMODEL"	69	669	"1t7n.1.A"	-1.6377635788	0.7086440962	31.0463123322	"https://swissmodel.expasy.org/repository/uniprot/P32796.pdb?provider=swissmodel&from=69&to=669&template=1t7n.1.A&provider=swissmodel"	"69_669_1t7n.1.A_5cd7f0e3d60c593645735e94"	NA	NA	"1t7n"	NA	600	0.895522388059702	"YML042W"	NA
"P32796-2"	"P32796-2"	648	"17d4e5edea0a100e23723c382a261ee5"	"5cd7c8a73b85d187d6da0835"	"SWISSMODEL"	47	647	"1t7n.1.A"	-1.6377635788	0.7086440962	31.0463123322	"https://swissmodel.expasy.org/repository/uniprot/P32796-2.pdb?from=47&to=647&template=1t7n.1.A&provider=swissmodel"	"47_647_1t7n.1.A_5cd7c8a73b85d187d6da0835"	NA	NA	"1t7n"	NA	600	0.925925925925926	"NA"	NA
"P23337"	""	708	"f02bef4fc36583ab263a7d0afca20cac"	"5cd83cdc08cc8f8334cee9db"	"SWISSMODEL"	2	639	"5uw0.1.B"	-0.5433509769	0.7485923695	81.9225234985	"https://swissmodel.expasy.org/repository/uniprot/P23337.pdb?provider=swissmodel&from=2&to=639&template=5uw0.1.B&provider=swissmodel"	"2_639_5uw0.1.B_5cd83cdc08cc8f8334cee9db"	NA	NA	"5uw0"	NA	637	0.899717514124294	"YFR015C"	NA
"P32264"	""	428	"07fc9c6e682601d22e5d40e6a8ac6178"	"5cd56df1a03a1b7365c2b849"	"SWISSMODEL"	6	426	"4q1t.1.A"	-3.5246666626	0.6397683175	37.2282600403	"https://swissmodel.expasy.org/repository/uniprot/P32264.pdb?provider=swissmodel&from=6&to=426&template=4q1t.1.A&provider=swissmodel"	"6_426_4q1t.1.A_5cd56df1a03a1b7365c2b849"	NA	NA	"4q1t"	NA	420	0.981308411214953	"YDR300C"	NA
"P25846"	""	959	"b5744a160538ba03463e54781caa268a"	"5cd9c74f9ffd129aaf4648a5"	"SWISSMODEL"	75	958	"3thz.1.B"	-3.5561264583	0.6386199713	25.245098114	"https://swissmodel.expasy.org/repository/uniprot/P25846.pdb?provider=swissmodel&from=75&to=958&template=3thz.1.B&provider=swissmodel"	"75_958_3thz.1.B_5cd9c74f9ffd129aaf4648a5"	NA	NA	"3thz"	NA	883	0.920750782064651	"YHR120W"	NA
"Q99287"	""	776	"d8705947742b670f911ad997fc124292"	"5cd8ad9cd60c59765a71c247"	"SWISSMODEL"	5	676	"5ca9.1.A"	-3.5063252967	0.6404378145	42.2018356323	"https://swissmodel.expasy.org/repository/uniprot/Q99287.pdb?provider=swissmodel&from=5&to=676&template=5ca9.1.A&provider=swissmodel"	"5_676_5ca9.1.A_5cd8ad9cd60c59765a71c247"	NA	NA	"5ca9"	NA	671	0.864690721649485	"YOR165W"	NA
"P33334"	""	2413	"3892e136fad9aac25c3738b8fe7f1058"	"5cc86dbb9ffd1244b889b0e4"	"SWISSMODEL"	90	2413	"5z56.1.A"	-2.839717418	0.6647703502	62.6904640198	"https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?provider=swissmodel&from=90&to=2413&template=5z56.1.A&provider=swissmodel"	"90_2413_5z56.1.A_5cc86dbb9ffd1244b889b0e4"	NA	NA	"5z56"	NA	2323	0.962702030667219	"YHR165C"	NA
"P38736"	""	223	"3384e8c544434cbf4255a041127d7088"	"5cd6dc7e9ffd128e45611ff7"	"SWISSMODEL"	37	159	"3kdq.1.C"	-3.4235454035	0.6037219302	10.9090909958	"https://swissmodel.expasy.org/repository/uniprot/P38736.pdb?provider=swissmodel&from=37&to=159&template=3kdq.1.C&provider=swissmodel"	"37_159_3kdq.1.C_5cd6dc7e9ffd128e45611ff7"	NA	NA	"3kdq"	NA	122	0.547085201793722	"YHL031C"	NA
"P38736"	""	223	"3384e8c544434cbf4255a041127d7088"	"5cd6dc7e9ffd128e45611ff3"	"SWISSMODEL"	4	104	"1lvf.1.A"	-2.7251246587	0.6532419482	14.5631065369	"https://swissmodel.expasy.org/repository/uniprot/P38736.pdb?provider=swissmodel&from=4&to=104&template=1lvf.1.A&provider=swissmodel"	"4_104_1lvf.1.A_5cd6dc7e9ffd128e45611ff3"	NA	NA	"1lvf"	NA	100	0.448430493273543	"YHL031C"	NA
"P38836"	""	430	"6fda6e1f7205f5acde9a5a6b4b38bbf0"	"5cd5723e3b85d17e550730bd"	"SWISSMODEL"	27	428	"2boa.1.A"	-3.1367410146	0.6593368509	30.310880661	"https://swissmodel.expasy.org/repository/uniprot/P38836.pdb?provider=swissmodel&from=27&to=428&template=2boa.1.A&provider=swissmodel"	"27_428_2boa.1.A_5cd5723e3b85d17e550730bd"	NA	NA	"2boa"	NA	401	0.932558139534884	"YHR132C"	NA
"Q04110"	""	302	"7f61dfdedd023258e67657479fbbd74b"	"5cd55c77a03a1b39f155bb1b"	"SWISSMODEL"	227	280	"1wyy.1.A"	-2.3962076253	0.5840586059	33.3333320618	"https://swissmodel.expasy.org/repository/uniprot/Q04110.pdb?provider=swissmodel&from=227&to=280&template=1wyy.1.A&provider=swissmodel"	"227_280_1wyy.1.A_5cd55c77a03a1b39f155bb1b"	NA	NA	"1wyy"	NA	53	0.175496688741722	"YDR446W"	NA
"Q05871"	""	280	"8187b6d16cfe26d3ae041ad20dcfbe9f"	"5cd5cdd0732c1e537004aa7e"	"SWISSMODEL"	3	271	"4zde.1.A"	-0.057351436	0.7663323356	99.2857131958	"https://swissmodel.expasy.org/repository/uniprot/Q05871.pdb?provider=swissmodel&from=3&to=271&template=4zde.1.A&provider=swissmodel"	"3_271_4zde.1.A_5cd5cdd0732c1e537004aa7e"	NA	NA	"4zde"	NA	268	0.957142857142857	"YLR284C"	NA
"P38148"	""	807	"bcbd00875ab4badf188b90595dc01740"	"5cd8e352d60c59cc8b38489f"	"SWISSMODEL"	582	802	"4kyq.1.A"	-3.7998495963	0.6245672297	18.9655170441	"https://swissmodel.expasy.org/repository/uniprot/P38148.pdb?provider=swissmodel&from=582&to=802&template=4kyq.1.A&provider=swissmodel"	"582_802_4kyq.1.A_5cd8e352d60c59cc8b38489f"	NA	NA	"4kyq"	NA	220	0.272614622057001	"YBR276C"	NA
"P53208"	""	328	"8cfc7da479a673e4947635f6a60a508f"	"588618c414055031d70b07ae"	"SWISSMODEL"	41	144	"3bf7.1.A"	-2.7901962903	0.6483700547	38.5416679382	"https://swissmodel.expasy.org/repository/uniprot/P53208.pdb?provider=swissmodel&from=41&to=144&template=3bf7.1.A&provider=swissmodel"	"41_144_3bf7.1.A_588618c414055031d70b07ae"	NA	NA	"3bf7"	NA	103	0.314024390243902	"YGR015C"	NA
"Q05541"	""	303	"a411e8c66ef50869f8b013a86d5bbdf3"	"5a7cfe94573f205092aa9db6"	"SWISSMODEL"	186	294	"3deu.1.A"	-1.8101208108	0.7075435601	21.0526313782	"https://swissmodel.expasy.org/repository/uniprot/Q05541.pdb?provider=swissmodel&from=186&to=294&template=3deu.1.A&provider=swissmodel"	"186_294_3deu.1.A_5a7cfe94573f205092aa9db6"	NA	NA	"3deu"	NA	108	0.356435643564356	"YDR288W"	NA
"P36152"	""	348	"b17b064ffa2cd4d237090cfb06de36fb"	"5cdd4f7b9ffd1232200db3bd"	"SWISSMODEL"	4	120	"2km1.1.A"	-1.9106870568	0.6823023811	100	"https://swissmodel.expasy.org/repository/uniprot/P36152.pdb?provider=swissmodel&from=4&to=120&template=2km1.1.A&provider=swissmodel"	"4_120_2km1.1.A_5cdd4f7b9ffd1232200db3bd"	NA	NA	"2km1"	NA	116	0.333333333333333	"YKR071C"	NA
"P0CX86"	""	25	"17360525efe880a03c3547a7bf24e100"	"5cc8b21b08cc8f1bdf099a4c"	"SWISSMODEL"	1	25	"5tga.149.A"	1.1346799535	0.8987805046	100	"https://swissmodel.expasy.org/repository/uniprot/P0CX86.pdb?provider=swissmodel&from=1&to=25&template=5tga.149.A&provider=swissmodel"	"1_25_5tga.149.A_5cc8b21b08cc8f1bdf099a4c"	NA	NA	"5tga"	NA	24	0.96	"YDL184C"	NA
"P47128"	""	113	"e0e7f5cda901bc481313bf85003ae34b"	"5cd9d2439ffd12e425d92c02"	"SWISSMODEL"	1	106	"5j9q.2.D"	-2.4692341129	0.661577445	100	"https://swissmodel.expasy.org/repository/uniprot/P47128.pdb?provider=swissmodel&from=1&to=106&template=5j9q.2.D&provider=swissmodel"	"1_106_5j9q.2.D_5cd9d2439ffd12e425d92c02"	NA	NA	"5j9q"	NA	105	0.929203539823009	"YJR082C"	NA
"P42834"	""	146	"e24aba88351570e8a3e80a9d92f80e1c"	"5cd8a6239ffd12c34e892321"	"SWISSMODEL"	72	141	"2guz.1.A"	0.3646511664	0.8231055388	52.2388076782	"https://swissmodel.expasy.org/repository/uniprot/P42834.pdb?provider=swissmodel&from=72&to=141&template=2guz.1.A&provider=swissmodel"	"72_141_2guz.1.A_5cd8a6239ffd12c34e892321"	NA	NA	"2guz"	NA	69	0.472602739726027	"YNL328C"	NA
"P36022"	""	4092	"60f130dcbf415239d2d6056f071f6573"	"5cc8d0d0a03a1bf6a315b624"	"SWISSMODEL"	1244	4090	"3vkg.1.A"	-3.0926019833	0.6555395521	32.1087417603	"https://swissmodel.expasy.org/repository/uniprot/P36022.pdb?provider=swissmodel&from=1244&to=4090&template=3vkg.1.A&provider=swissmodel"	"1244_4090_3vkg.1.A_5cc8d0d0a03a1bf6a315b624"	NA	NA	"3vkg"	NA	2846	0.695503421309873	"YKR054C"	NA
"Q06063"	""	367	"b3c2987f450a6c8ff9d38b10d00ef1bd"	"5cd47b6c8fd6f9f83e0efec9"	"SWISSMODEL"	41	335	"6eza.1.A"	-2.3049726703	0.6869877642	24.6527786255	"https://swissmodel.expasy.org/repository/uniprot/Q06063.pdb?provider=swissmodel&from=41&to=335&template=6eza.1.A&provider=swissmodel"	"41_335_6eza.1.A_5cd47b6c8fd6f9f83e0efec9"	NA	NA	"6eza"	NA	294	0.801089918256131	"YLR405W"	NA
"P53924"	""	522	"41524e357ddfa1caaadb9a86cee5300b"	"5cd6a6e58fd6f9da9a4a019c"	"SWISSMODEL"	263	380	"2ff4.2.A"	-3.8162604262	0.5781486835	24.7422676086	"https://swissmodel.expasy.org/repository/uniprot/P53924.pdb?provider=swissmodel&from=263&to=380&template=2ff4.2.A&provider=swissmodel"	"263_380_2ff4.2.A_5cd6a6e58fd6f9da9a4a019c"	NA	NA	"2ff4"	NA	117	0.224137931034483	"YNL116W"	NA
"P53924"	""	522	"41524e357ddfa1caaadb9a86cee5300b"	"5cd6a6e58fd6f9da9a4a0198"	"SWISSMODEL"	297	399	"6ar0.1.A"	-2.3405041134	0.6733988249	40.625	"https://swissmodel.expasy.org/repository/uniprot/P53924.pdb?provider=swissmodel&from=297&to=399&template=6ar0.1.A&provider=swissmodel"	"297_399_6ar0.1.A_5cd6a6e58fd6f9da9a4a0198"	NA	NA	"6ar0"	NA	102	0.195402298850575	"YNL116W"	NA
"P53720"	""	384	"b00cdeb0bf67ea9609b763adfa22f8dd"	"5cd4be4e1a200b84aa911b96"	"SWISSMODEL"	8	327	"6eza.1.A"	-3.0029273191	0.6646310276	39.3939399719	"https://swissmodel.expasy.org/repository/uniprot/P53720.pdb?provider=swissmodel&from=8&to=327&template=6eza.1.A&provider=swissmodel"	"8_327_6eza.1.A_5cd4be4e1a200b84aa911b96"	NA	NA	"6eza"	NA	319	0.830729166666667	"YNR015W"	NA
"P13517"	""	287	"70f4b6c13f7bf31c0ccb5b61e2a74981"	"5cd5a8abd60c5902cdce3e88"	"SWISSMODEL"	2	286	"1izn.1.B"	-1.5115800312	0.7156650369	49.6212120056	"https://swissmodel.expasy.org/repository/uniprot/P13517.pdb?provider=swissmodel&from=2&to=286&template=1izn.1.B&provider=swissmodel"	"2_286_1izn.1.B_5cd5a8abd60c5902cdce3e88"	NA	NA	"1izn"	NA	284	0.989547038327526	"YIL034C"	NA
"Q12193"	"Q12193-1"	1756	"1b14bbfcd5cefba7c79c992a0aa6c2bb"	"5903a3b7d823cca571738b08"	"SWISSMODEL"	636	837	"3s3n.1.A"	-3.440498839	0.6422428477	29.6703300476	"https://swissmodel.expasy.org/repository/uniprot/Q12193.pdb?provider=swissmodel&from=636&to=837&template=3s3n.1.A&provider=swissmodel"	"636_837_3s3n.1.A_5903a3b7d823cca571738b08"	NA	NA	"3s3n"	NA	201	0.114464692482916	"YBR012W-B"	NA
"P06781"	""	192	"6bae1806e90b7e4dee530acb6ae51ee9"	"5cd7809f8fd6f9c549a08bf2"	"SWISSMODEL"	3	190	"5fr2.1.A"	-0.6367447969	0.7587816683	52.6315803528	"https://swissmodel.expasy.org/repository/uniprot/P06781.pdb?provider=swissmodel&from=3&to=190&template=5fr2.1.A&provider=swissmodel"	"3_190_5fr2.1.A_5cd7809f8fd6f9c549a08bf2"	NA	NA	"5fr2"	NA	187	0.973958333333333	"YNL090W"	NA
"P53168"	""	247	"7d713a1a73535a5899c0850a7c676781"	"5a7e34ce573f2012ffa713ea"	"SWISSMODEL"	124	174	"5gwm.1.A"	-2.1399906199	0.5756717099	31.5789470673	"https://swissmodel.expasy.org/repository/uniprot/P53168.pdb?provider=swissmodel&from=124&to=174&template=5gwm.1.A&provider=swissmodel"	"124_174_5gwm.1.A_5a7e34ce573f2012ffa713ea"	NA	NA	"5gwm"	NA	50	0.202429149797571	"YGL061C"	NA
"P40040"	""	218	"78117af8421a33a23ca307835860b46f"	"5cd6f591a03a1b8caf3f76b8"	"SWISSMODEL"	119	182	"4uzx.1.A"	0.5719025866	0.8367102925	100	"https://swissmodel.expasy.org/repository/uniprot/P40040.pdb?provider=swissmodel&from=119&to=182&template=4uzx.1.A&provider=swissmodel"	"119_182_4uzx.1.A_5cd6f591a03a1b8caf3f76b8"	NA	NA	"4uzx"	NA	63	0.288990825688073	"YER063W"	NA
"P40040"	""	218	"78117af8421a33a23ca307835860b46f"	"5cd6f591a03a1b8caf3f76b4"	"SWISSMODEL"	2	50	"2wqg.1.A"	-1.9584570304	0.5711260276	97.9591827393	"https://swissmodel.expasy.org/repository/uniprot/P40040.pdb?provider=swissmodel&from=2&to=50&template=2wqg.1.A&provider=swissmodel"	"2_50_2wqg.1.A_5cd6f591a03a1b8caf3f76b4"	NA	NA	"2wqg"	NA	48	0.220183486238532	"YER063W"	NA
"P40568"	""	576	"67a48b64af204b92be7039e830ad3052"	"5cd733fc9ffd12ee15b97de9"	"SWISSMODEL"	72	108	"6mjb.1.C"	0.2729068132	0.8014186214	61.1111106873	"https://swissmodel.expasy.org/repository/uniprot/P40568.pdb?provider=swissmodel&from=72&to=108&template=6mjb.1.C&provider=swissmodel"	"72_108_6mjb.1.C_5cd733fc9ffd12ee15b97de9"	NA	NA	"6mjb"	NA	36	0.0625	"YIR010W"	NA
"P40308"	""	642	"f20bfed233f4c9ab7617f284843cbcaa"	"5cd7becb1a200beab7fba64a"	"SWISSMODEL"	198	436	"4kyi.1.A"	-3.8647025299	0.6186745524	17.0731716156	"https://swissmodel.expasy.org/repository/uniprot/P40308.pdb?provider=swissmodel&from=198&to=436&template=4kyi.1.A&provider=swissmodel"	"198_436_4kyi.1.A_5cd7becb1a200beab7fba64a"	NA	NA	"4kyi"	NA	238	0.370716510903427	"YMR313C"	NA
"P40308"	""	642	"f20bfed233f4c9ab7617f284843cbcaa"	"5cd7becb1a200beab7fba646"	"SWISSMODEL"	143	259	"4v58.1.G"	-3.9420729395	0.5745535198	20	"https://swissmodel.expasy.org/repository/uniprot/P40308.pdb?provider=swissmodel&from=143&to=259&template=4v58.1.G&provider=swissmodel"	"143_259_4v58.1.G_5cd7becb1a200beab7fba646"	NA	NA	"4v58"	NA	116	0.180685358255452	"YMR313C"	NA
"P40073"	""	367	"e6c7ee77b6f9e541af8a82d746f4bbde"	"5cd47c4108cc8fcc775a98f9"	"SWISSMODEL"	34	145	"5i20.1.A"	-3.7881208731	0.5962593462	7.6190476418	"https://swissmodel.expasy.org/repository/uniprot/P40073.pdb?provider=swissmodel&from=34&to=145&template=5i20.1.A&provider=swissmodel"	"34_145_5i20.1.A_5cd47c4108cc8fcc775a98f9"	NA	NA	"5i20"	NA	111	0.302452316076294	"YER118C"	NA
"P40073"	""	367	"e6c7ee77b6f9e541af8a82d746f4bbde"	"5cd47c4108cc8fcc775a98f5"	"SWISSMODEL"	299	364	"2vkn.1.A"	-0.2134286632	0.7867841368	100	"https://swissmodel.expasy.org/repository/uniprot/P40073.pdb?provider=swissmodel&from=299&to=364&template=2vkn.1.A&provider=swissmodel"	"299_364_2vkn.1.A_5cd47c4108cc8fcc775a98f5"	NA	NA	"2vkn"	NA	65	0.177111716621253	"YER118C"	NA
"P24868"	""	471	"4af15f5505548bcb07f4b015d62add62"	"5cd602d28fd6f9c7d20e102d"	"SWISSMODEL"	206	453	"5lqf.1.B"	-2.5901423755	0.6687546622	37.9032249451	"https://swissmodel.expasy.org/repository/uniprot/P24868.pdb?provider=swissmodel&from=206&to=453&template=5lqf.1.B&provider=swissmodel"	"206_453_5lqf.1.B_5cd602d28fd6f9c7d20e102d"	NA	NA	"5lqf"	NA	247	0.524416135881104	"YGR108W"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220cc"	"SWISSMODEL"	290	468	"5o1t.1.A"	-1.8715512461	0.7031976088	100	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=290&to=468&template=5o1t.1.A&provider=swissmodel"	"290_468_5o1t.1.A_5cd731163b85d165af6220cc"	NA	NA	"5o1t"	NA	178	0.309565217391304	"YNL251C"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220d4"	"SWISSMODEL"	1	153	"2lo6.1.A"	-3.1791514676	0.619814273	100	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=1&to=153&template=2lo6.1.A&provider=swissmodel"	"1_153_2lo6.1.A_5cd731163b85d165af6220d4"	NA	NA	"2lo6"	NA	152	0.264347826086957	"YNL251C"	NA
"P19454"	""	339	"c022a4cee1a85400226316bb820a1e1c"	"5cd49162d60c598c909923b5"	"SWISSMODEL"	11	336	"2zjw.1.A"	-2.9050813586	0.6707316378	59.6923065186	"https://swissmodel.expasy.org/repository/uniprot/P19454.pdb?provider=swissmodel&from=11&to=336&template=2zjw.1.A&provider=swissmodel"	"11_336_2zjw.1.A_5cd49162d60c598c909923b5"	NA	NA	"2zjw"	NA	325	0.958702064896755	"YOR061W"	NA
"P22216"	""	821	"e17519298267b7bbb97784b8bef2f0db"	"5cd8f8be9ffd125d3e8b8865"	"SWISSMODEL"	16	465	"5xzv.1.A"	-3.1009030548	0.6686576839	100	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?provider=swissmodel&from=16&to=465&template=5xzv.1.A&provider=swissmodel"	"16_465_5xzv.1.A_5cd8f8be9ffd125d3e8b8865"	NA	NA	"5xzv"	NA	449	0.546894031668697	"YPL153C"	NA
