"locus"	"pdbid"	"sstart2"	"send2"	"qstart2"	"qend2"	"strain_type"	"p_value"
"YDR174W"	"54_182_2yrq.1.A_5cd666a29ffd12a4d5609fd7"	54	182	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR144C"	"1_174_6n39.1.A_5cd51c7f08cc8ff6c776333b"	1	174	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR144C"	"163_302_1vq2.1.A_5cd51c7f08cc8ff6c7763337"	163	302	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL118C"	"9_279_2qkm.1.B_5cd9d093d60c5996d77f1109"	9	279	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL053C"	"99_445_1s4p.1.A_5cd5ae01d60c59fdb6bdcb65"	99	445	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YKL184W"	"64_463_2oo0.1.A_5cd5f06608cc8f27c7789958"	64	463	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML059C"	"809_1079_5kbf.1.A_5cdbc2bf3b85d1a637465fa4"	809	1079	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR094C"	"21_45_4iqn.3.A_5cd669493b85d1b4768f4f0a"	21	45	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL029C"	"195_386_6ewy.1.A_5cd59b4e08cc8fd615f0fd9f"	195	386	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL029C"	"1_82_6fc5.1.A_5cd59b4e08cc8fd615f0fda3"	1	82	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YEL045C"	"85_123_1yop.1.A_5cd8cb641a200baccb8cf67b"	85	123	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL033W"	"41_421_2hxy.3.A_5cd8a53a8fd6f9a68419ea52"	41	421	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR035W-A"	"9_203_6e8g.2.A_5cd74413d60c59b7de911337"	9	203	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR163W"	"2_245_3ico.1.A_5cd657bb8fd6f9abb53c8695"	2	245	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL031W"	"135_560_4c9b.1.A_5cd9f1853b85d1e016512b32"	135	560	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL031W"	"135_560_5zc9.1.A_5cd9f1853b85d1e016512b2e"	135	560	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL009C"	"351_546_3j92.1.i_5cda18903b85d1b0e690ff96"	351	546	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR421C"	"7_133_5wvi.1.b_5cd863ac9ffd12c9e747b05b"	7	133	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"5_131_5wvi.1.b_5cd86e70a03a1bc3c2612eea"	5	131	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR052C"	"98_220_3qbz.1.A_5cd835ae1a200b35daa7d059"	98	220	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR052C"	"659_702_4f9b.2.B_5cd835ae1a200b35daa7d055"	659	702	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR187C"	"14_55_2m6m.1.A_5cd575c48fd6f9b1e30bf42e"	14	55	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR187C"	"59_90_2kon.1.A_5cd575c48fd6f9b1e30bf432"	59	90	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL153C"	"14_120_2zqm.1.A_5cd92973a03a1b8303ef6fd5"	14	120	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR178C"	"68_84_5zqv.1.C_5cd8c95aa03a1b97ade9a4a8"	68	84	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL211W"	"1_174_6em5.1.8_5cd7c080a03a1b906fc2a5c7"	1	174	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR033C"	"103_225_2ciu.1.A_5cd6889108cc8fa627da6905"	103	225	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR113W"	"65_114_6cfz.1.H_5cd47c583b85d179a6716a7e"	65	114	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGL023C"	"448_531_1vfy.1.A_5cd7b057d60c59a78e749df9"	448	531	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHL004W"	"128_393_5mrc.41.A_5cd4e5bb732c1ee5d82b8226"	128	393	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL001W"	"11_215_5wvi.1.g_5cd705c29ffd123c4956c071"	11	215	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR018C"	"21_340_2w5a.1.A_5cd58acad60c59df93b7db6b"	21	340	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR281C"	"429_878_2zog.1.A_5cd94cc8a03a1b7d987c2b96"	429	878	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR012W"	"45_391_5jjc.1.A_5cd4e37e9ffd12178482cc4c"	45	391	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR304C"	"24_197_4frv.1.A_5cd6cf1b3b85d1fd8b5518ac"	24	197	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL035C"	"248_705_3flo.1.A_5cd837609ffd12595c268f70"	248	705	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR226W"	"72_261_4roc.1.A_5cd4eae4a03a1bb7ebeccfc2"	72	261	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL021W"	"269_383_2v71.1.B_5cdb67ce1a200b94c12cd372"	269	383	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR257W"	"9_161_3fwb.1.A_5cd83e9d1a200bcc56044bdf"	9	161	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR079C"	"5_492_4uer.1.a_5bf3b1faa03a1b5a004a081a"	5	492	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR156C"	"10_238_3u7e.1.A_5cd68bde9ffd1280f91e1ee2"	10	238	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR153C"	"31_192_5j08.1.A_5cd522579ffd12af864ad464"	31	192	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR187W"	"42_437_2c77.1.A_5cd590f08fd6f93106c3c2c8"	42	437	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL001W"	"1_374_5m1j.1.A_5cd4c5368fd6f9255fbe5fb5"	1	374	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR025W"	"47_335_4iao.1.A_5cd5b11b3b85d1d1a40e37a5"	47	335	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL111C"	"3_94_2m33.1.A_5cd97d69732c1e02629ad71f"	3	94	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR001C"	"71_370_4yom.1.A_5cd838461a200b9b4863f495"	71	370	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL189W"	"12_513_1wa5.1.B_5cd6e273a03a1b4b8239c0a5"	12	513	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR279C"	"130_386_4wtr.1.A_5cd4c5b43b85d15b6a7d9767"	130	386	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL258C"	"2_551_3rm5.1.A_5cd6f816d60c59cb4157bc2d"	2	551	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL027C"	"35_833_4j5t.1.A_5cd907e7d60c5955c809120f"	35	833	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL209C"	"1_261_5gm6.1.Q_5cd49163d60c598c909923cd"	1	261	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR519W"	"18_131_3vaw.1.A_5cd8fcd708cc8f742e134799"	18	131	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL064C"	"4_170_5gm6.1.Z_5cd563dc8fd6f92336ff588f"	4	170	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR323C"	"126_259_5gm6.1.Y_5cd626128fd6f9f1aed265d3"	126	259	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR246W"	"39_691_5mst.1.A_5cd8277b3b85d17c96d51895"	39	691	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR482C"	"2_116_5mps.1.P_5cd900aa1a200be08578e419"	2	116	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR308C"	"4_1088_3w3z.1.A_5cda4dcb732c1e932e2a4205"	4	1088	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR229C"	"21_954_5dkx.1.A_5cd9bccf9ffd1227dab60be9"	21	954	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR072W"	"86_190_1uw4.1.A_5cd4ca5a9ffd123ff0c98288"	86	190	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL040W"	"294_450_5t5s.1.A_5cd5d2669ffd12c61fc9ca90"	294	450	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YLR006C"	"499_659_5kbx.1.B_5cd843d4a03a1bd8463fa73b"	499	659	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL145C"	"6_903_6af0.1.A_5cda48a5a03a1b324f6445d9"	6	903	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL145C"	"305_960_6gmh.1.P_5cda48a4a03a1b324f6445cd"	305	960	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL048W"	"1_219_1nhy.1.A_5cd5312e3b85d13dcb6122d5"	1	219	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6714"
"YER050C"	"40_138_5mrc.57.A_5cd8e57e9ffd12dba3ba1fb5"	40	138	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR026C"	"269_569_5eyb.1.A_5cd726eb732c1eeaeea506b6"	269	569	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL151W"	"1_342_4pvc.1.A_5cd483603b85d1a6bc3d3ec2"	1	342	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR207C"	"36_1149_6eu2.1.B_5cda94d18fd6f9e3139d4d07"	36	1149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR300C"	"2_486_6czf.1.A_5cd683c6732c1ed10cf33dfc"	2	486	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR180C"	"56_313_1d8i.1.A_5cd4ed4208cc8fc55bfbe778"	56	313	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.4596"
"YML124C"	"1_440_5w3f.1.A_5cd5a9f11a200b2b1a3395aa"	1	440	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHL014C"	"7_397_1ni3.1.A_5cd50f49732c1e4d52744ad4"	7	397	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL042C"	"1_165_4ebr.1.A_5cd816788fd6f92a9fe76d10"	1	165	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.3598"
"YPR082C"	"2_143_5nrl.1.K_5cd8b9db8fd6f9ea8b91c63e"	2	143	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL166W"	"1_42_1co4.1.A_5cd6d0268fd6f9cc40d84fe1"	1	42	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YKL139W"	"177_495_4cxa.1.A_5cd6b948732c1ef3805f7a2a"	177	495	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL020C"	"3_68_1tg0.1.A_5cda9aa8a03a1bea087224b3"	3	68	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR115W"	"1_717_2i7x.1.A_5cd92ee53b85d1c586fb5046"	1	717	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL032C"	"349_499_5jgh.1.D_5cd761659ffd128e60bd6053"	349	499	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL032C"	"353_503_2yrq.1.A_5cd761659ffd128e60bd605b"	353	503	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL033C"	"136_279_2bz1.1.A_5a7c3e56c730d475c3dc64ac"	136	279	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR518W"	"24_496_2b5e.1.A_5cd69b91732c1e01e2b70aa9"	24	496	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0899"
"YMR286W"	"2_83_5mrc.20.A_5cdaf2019ffd12414adb3eb4"	2	83	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR172W"	"257_685_1r5b.1.A_5cd81470d60c5906f12362fa"	257	685	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL070C"	"1_122_1k83.1.G_5cd96eff9ffd12e1826bd455"	1	122	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL078C"	"70_494_4lk2.1.A_5cd6aad78fd6f9a7c916f0d7"	70	494	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR019W"	"240_391_1mjh.1.B_5cd86300732c1e85b3a0ec0a"	240	391	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR108W"	"12_37_5edj.1.A_5b4618fb732c1eecb9ee0f44"	12	37	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOR113W"	"585_702_5yel.1.B_5cd98012a03a1b76ce2e234a"	585	702	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR113W"	"556_672_5v3m.1.C_5cd98012a03a1b76ce2e2346"	556	672	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL146W"	"238_256_4v61.1.1_5c9503739ffd123be63c5619"	238	256	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL078W"	"779_920_6eyz.1.A_5cdaae90d60c5985b74ee530"	779	920	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL078W"	"1066_1174_3ulb.1.A_5cdaae90d60c5985b74ee52c"	1066	1174	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL244C"	"1_108_2rvh.1.A_5cd9fe14d60c59f3a2f93cb5"	1	108	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR040W"	"1_365_6dmg.1.A_5cd481ab732c1e13a647a5ff"	1	365	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR033C"	"2_364_5v04.1.A_5cd8330b9ffd127ddbfb93a5"	2	364	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL143W"	"2_106_4v7f.1.7_5cda062408cc8f4a94611815"	2	106	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL055C"	"1_283_5xdo.1.A_5cd5bbf08fd6f9fcff141410"	1	283	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR043C"	"12_333_3cq0.1.A_5cd4b2303b85d1aca5c36d88"	12	333	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL119W"	"105_498_5yjz.1.A_5cd667d88fd6f9910fbf4de4"	105	498	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR005C"	"11_647_6bkg.1.A_5cd9b252a03a1bb638a85508"	11	647	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR005C"	"681_941_3ii6.2.C_5cd9b252a03a1bb638a85500"	681	941	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR174W"	"41_200_5oqm.1.c_5cd5b8179ffd129ca5f78316"	41	200	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR035W"	"1_648_2h4t.1.A_5cd81c4408cc8ff6f837714b"	1	648	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR254W"	"2_437_1ebh.1.A_5cd58fa4732c1e2366d3ec36"	2	437	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR261C"	"53_490_1h4p.1.A_5cd71615732c1e31fc4f67de"	53	490	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR432W"	"120_279_4yoe.1.A_5cd52fc0d60c59dc7c0c8fd6"	120	279	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL060C"	"19_226_3erg.1.A_5cd6a666a03a1b42e0426718"	19	226	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.403"
"YLL013C"	"516_875_3k49.1.A_5cd94b733b85d13eaf2ac4ef"	516	875	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL030C"	"19_101_2m6m.1.A_5cdb246d1a200b39fb013518"	19	101	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR176W"	"23_295_3vav.1.A_5cd51c8008cc8ff6c7763380"	23	295	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR083C"	"2_128_6cfz.1.C_5cd90fb0d60c5980d3d89674"	2	128	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR052W"	"31_302_6c0f.1.L_5cd4a1c2732c1e98249e56f3"	31	302	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR039W"	"34_311_2wpd.1.G_5cd5227ba03a1b9cd7bd7e1a"	34	311	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR084W"	"345_975_5a4j.1.A_5cd9d98e08cc8f4e37908311"	345	975	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL004W"	"29_160_2wpd.1.H_5cd844301a200bd90e4633bd"	29	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR093W"	"2_512_5wlc.15.A_5cd68e30d60c59fb990e8aa7"	2	512	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR009W"	"1_150_3jct.1.k_5cd7591fd60c59e7caf0cddc"	1	150	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL137W"	"2_814_3mkq.1.C_5cd960c11a200b83333b207a"	2	814	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL123W"	"155_381_6aso.1.A_5cd6cbab8fd6f9f94ab6fc47"	155	381	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR176W"	"37_391_1l8x.1.A_5cd4e02e08cc8f96873bd49f"	37	391	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL233W"	"271_303_4bbk.1.A_5cd960c11a200b83333b2066"	271	303	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YKL213C"	"376_715_3pst.1.A_5cd84b018fd6f9172d7cb7f6"	376	715	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL213C"	"376_715_3l3f.1.A_5cd84b018fd6f9172d7cb7ee"	376	715	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL213C"	"2_296_3odt.1.A_5cd84b018fd6f9172d7cb7ea"	2	296	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL180C"	"46_323_2r31.1.A_5cd4d68108cc8fba582d6fc2"	46	323	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL025W"	"4_33_4dhx.2.B_5a8002871405502989644e15"	4	33	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR087C"	"92_325_3c37.1.A_5cd4749dd60c590605666f3b"	92	325	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR009C"	"13_103_4jjn.1.F_5cda2f848fd6f9ed4f23f4fb"	13	103	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR051W"	"368_412_6aag.1.E_5cd54095732c1ec88e482cf1"	368	412	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR115C"	"104_256_2j3t.1.B_5cd5fba708cc8f6765c0def5"	104	256	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR266C"	"151_309_5yel.1.B_5cd7b8b908cc8f5c6bf1c5bf"	151	309	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR266C"	"151_309_5t0u.1.A_5cd7b8b908cc8f5c6bf1c5b7"	151	309	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL091C"	"4_310_3b74.1.A_5cd527d308cc8f1dcef29c81"	4	310	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL018W"	"2_253_5dat.35.A_589e4537c730d4826781a5e3"	2	253	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6882"
"YOR265W"	"4_105_1qsd.1.A_5cda0f538fd6f9a9c3d03f54"	4	105	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHL050C"	"3_172_5lb3.1.A_5cd82ae5732c1e81b4a67310"	3	172	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR276W"	"1_45_6fc3.1.B_5cd83cb61a200b650701ee5e"	1	45	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL039W"	"257_541_6eu0.1.T_5cd75994a03a1bdc92d3550e"	257	541	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL246C"	"5_386_5btb.1.A_5cd4c9b19ffd1222dde22ab0"	5	386	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL001C"	"1_104_1lxj.1.A_5cda2207732c1ead794dcb42"	1	104	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR065C"	"346_910_5nni.1.B_5cda68529ffd123d6e641bfd"	346	910	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR146C"	"10_300_2o06.1.A_5cd566c88fd6f9ae1f0b05f2"	10	300	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL078C"	"1_117_2kq7.1.A_5cd99e7dd60c59ebf775a72a"	1	117	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML108W"	"1_105_1n6z.1.A_5cda18903b85d1b0e690ffae"	1	105	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL140C"	"96_135_6e8i.1.A_5cd79070732c1e4b028a1f3e"	96	135	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL146C"	"200_339_5wlp.1.A_5cd6ba113b85d122e447f229"	200	339	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL002C"	"20_232_1w7p.1.A_5cd6a7e008cc8fdf944b4699"	20	232	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL081C"	"1_489_5i9e.1.A_5cd63c0dd60c592685ef1a87"	1	489	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR143C"	"252_285_2xeu.1.A_5a7f14e9afa35824d07021bc"	252	285	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGL167C"	"24_942_3wgu.2.A_5cd9b728d60c59b52c301442"	24	942	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL167C"	"23_941_4xe5.1.A_5cd9b728d60c59b52c30143e"	23	941	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL005W"	"182_507_5i9h.1.A_5cd775098fd6f9e3d79146bd"	182	507	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
